ensemble_size,max_superdroplets,time_s,metric,full50_point_estimate,projected_95ci_low,projected_95ci_high,projected_95ci_half_width,accuracy_margin,precision_margin,accuracy_pass,precision_pass
30,524288,3000.0,golovin_relative_error_radius_moment_6_um6_m3,0.0016164816435876306,-0.0028712005755964047,0.006104163862771666,0.004487682219184035,0.05,0.05,True,True
30,524288,3600.0,ensemble_mean_l1_bins_500,0.004866637495225118,0.006803606433151851,0.009472871916936371,0.00133463274189226,0.05,0.01,True,True
30,524288,3600.0,golovin_relative_error_radius_moment_0_m3,-0.00028009476941332823,-0.001195767808446573,0.0006355782696199166,0.0009156730390332448,0.05,0.025,True,True
30,524288,3600.0,golovin_relative_error_radius_moment_6_um6_m3,0.001493264518364108,-0.004294472354274127,0.007281001391002343,0.005787736872638235,0.05,0.05,True,True
30,1048576,600.0,ensemble_mean_l1_bins_500,0.002505769896301097,0.0031864443004074594,0.004554042686901111,0.0006837991932468258,0.05,0.01,True,True
30,1048576,600.0,golovin_relative_error_radius_moment_0_m3,0.00012314413854009888,-0.0003461448558632484,0.0005924331329434461,0.00046928899440334726,0.05,0.025,True,True
30,1048576,600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0007626179723369342,-0.0018375521072241537,0.0003123161625502853,0.0010749341348872195,0.05,0.05,True,True
30,1048576,1200.0,ensemble_mean_l1_bins_500,0.003000003789286756,0.003707651021814821,0.00509847968933288,0.0006954143337590296,0.05,0.01,True,True
30,1048576,1200.0,golovin_relative_error_radius_moment_0_m3,-7.915168011758177e-05,-0.0007340020335242744,0.0005756986732891108,0.0006548503534066926,0.05,0.025,True,True
30,1048576,1200.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0006613275178552569,-0.002410751325080275,0.001088096289369761,0.001749423807225018,0.05,0.05,True,True
30,1048576,1800.0,ensemble_mean_l1_bins_500,0.007225403906011205,0.007634574139583159,0.008738045779836938,0.0005517358201268894,0.05,0.01,True,True
30,1048576,1800.0,golovin_relative_error_radius_moment_0_m3,-0.00023573538153832675,-0.0009000496217922635,0.00042857885871560995,0.0006643142402539367,0.05,0.025,True,True
30,1048576,1800.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0013692406575480077,-0.0034222410674217226,0.0006837597523257073,0.002053000409873715,0.05,0.05,True,True
30,1048576,2400.0,ensemble_mean_l1_bins_500,0.005539615796534861,0.0059195452795837876,0.0068933839808724045,0.00048691935064430845,0.05,0.01,True,True
30,1048576,2400.0,golovin_relative_error_radius_moment_0_m3,-0.00026850803718851733,-0.0010089842156666181,0.00047196814128958346,0.0007404761784781008,0.05,0.025,True,True
30,1048576,2400.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0014071267516164432,-0.0037961935268755378,0.0009819400236426516,0.002389066775259095,0.05,0.05,True,True
30,1048576,3000.0,ensemble_mean_l1_bins_500,0.003651822414936733,0.00451136011891527,0.006160875796128128,0.0008247578386064293,0.05,0.01,True,True
30,1048576,3000.0,golovin_relative_error_radius_moment_0_m3,-0.00037295913029482096,-0.0010942301762015341,0.00034831191561189215,0.0007212710459067131,0.05,0.025,True,True
30,1048576,3000.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0008560498633415125,-0.0038835658270202265,0.002171466100337201,0.003027515963678714,0.05,0.05,True,True
30,1048576,3600.0,ensemble_mean_l1_bins_500,0.0037671582121491963,0.004844534425282405,0.006734121320051293,0.0009447934473844439,0.05,0.01,True,True
30,1048576,3600.0,golovin_relative_error_radius_moment_0_m3,-0.0004730536520262607,-0.0011798679526813403,0.00023376064862881885,0.0007068143006550796,0.05,0.025,True,True
30,1048576,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0009451410101819491,-0.004894039136719488,0.0030037571163555902,0.003948898126537539,0.05,0.05,True,True
31,4096,600.0,ensemble_mean_l1_bins_500,0.0345025546569354,0.0474432225747741,0.06791609611461392,0.010236436769919914,0.05,0.01,False,False
31,4096,600.0,golovin_relative_error_radius_moment_0_m3,0.002792208647597505,-0.005732774181463822,0.011317191476658831,0.008524982829061327,0.05,0.025,True,True
