ensemble_size,metric,worst_analytical_bound_over_margin,worst_precision_half_width_over_margin,worst_adjacent_bound_over_margin,worst_formal_gate_ratio,all_target_triple_gates_pass
15,golovin_relative_error_radius_moment_0_m3,0.0786439132367293,0.13316695764941314,0.08410226576005299,0.13316695764941314,True
15,golovin_relative_error_radius_moment_6_um6_m3,0.4690164318256512,0.29217558193188914,0.4675262442167741,0.4690164318256512,True
16,ensemble_mean_l1_bins_500,0.4843813944732415,0.3831647554763399,1.0323004213750773,1.0323004213750773,False
16,golovin_relative_error_radius_moment_0_m3,0.07628133586964327,0.12813656201117143,0.08148296375408359,0.12813656201117143,True
16,golovin_relative_error_radius_moment_6_um6_m3,0.4579794689116202,0.28113861901785814,0.4547489331584748,0.4579794689116202,True
17,ensemble_mean_l1_bins_500,0.47295345392251426,0.3728547635077061,1.000879871312212,1.000879871312212,False
17,golovin_relative_error_radius_moment_0_m3,0.07416827634856381,0.12363743933850593,0.07912503711350252,0.12363743933850593,True
17,golovin_relative_error_radius_moment_6_um6_m3,0.44810814791523795,0.27126729802147587,0.44322126682207114,0.44810814791523795,True
18,ensemble_mean_l1_bins_500,0.46290063280356464,0.36440591509998027,0.9767140220202818,0.9767140220202818,True
18,golovin_relative_error_radius_moment_0_m3,0.07226365308213879,0.11958211877825899,0.07698759925397539,0.11958211877825899,True
18,golovin_relative_error_radius_moment_6_um6_m3,0.43921055300487066,0.2623697031111086,0.43275138969283816,0.43921055300487066,True
19,ensemble_mean_l1_bins_500,0.4521850044571789,0.3512062646044413,0.9524177278730289,0.9524177278730289,True
19,golovin_relative_error_radius_moment_0_m3,0.07053527334717767,0.115902055639968,0.07503821083175005,0.115902055639968,True
19,golovin_relative_error_radius_moment_6_um6_m3,0.4311362933840496,0.2542954434902875,0.4231864013360543,0.4311362933840496,True
20,ensemble_mean_l1_bins_500,0.4421880033482618,0.3357565024697333,0.9217378128349262,0.9217378128349262,True
20,golovin_relative_error_radius_moment_0_m3,0.06895750426660296,0.11254267244615335,0.07325075701120809,0.11254267244615335,True
20,golovin_relative_error_radius_moment_6_um6_m3,0.4237656230848222,0.2469247731910601,0.4144027236076631,0.4237656230848222,True
21,ensemble_mean_l1_bins_500,0.4344150211935533,0.32894520521214554,0.9041195177753175,0.9041195177753175,True
21,golovin_relative_error_radius_moment_0_m3,0.06750964846536776,0.10945990038171105,0.07160394311000103,0.10945990038171105,True
21,golovin_relative_error_radius_moment_6_um6_m3,0.4170018527187295,0.24016100282496747,0.4062992324572191,0.4170018527187295,True
22,ensemble_mean_l1_bins_500,0.4274444738200021,0.3237408837379487,0.8820191596049881,0.8820191596049881,True
22,golovin_relative_error_radius_moment_0_m3,0.06617478565069443,0.10661771278856322,0.07008020621019528,0.10661771278856322,True
22,golovin_relative_error_radius_moment_6_um6_m3,0.4107659378292884,0.23392508793552633,0.39879226182908334,0.4107659378292884,True
23,ensemble_mean_l1_bins_500,0.42051706887371576,0.31466713152434445,0.8665666438956175,0.8665666438956175,True
23,golovin_relative_error_radius_moment_0_m3,0.06493893003765787,0.10398633115766939,0.06866491316985257,0.10398633115766939,True
23,golovin_relative_error_radius_moment_6_um6_m3,0.40499254274043034,0.22815169284666828,0.3918119042705357,0.40499254274043034,True
24,ensemble_mean_l1_bins_500,0.4135379859664821,0.3069265557949406,0.8449652895580618,0.8449652895580618,True
24,golovin_relative_error_radius_moment_0_m3,0.06379040666859238,0.10154089718938769,0.06734575994461488,0.10154089718938769,True
24,golovin_relative_error_radius_moment_6_um6_m3,0.39962712698437053,0.22278627709060847,0.385299227923278,0.39962712698437053,True
25,ensemble_mean_l1_bins_500,0.4078322454917141,0.30130977003596465,0.8325653147060552,0.8325653147060552,True
25,golovin_relative_error_radius_moment_0_m3,0.06271938245648996,0.09926047429189067,0.06611231504765434,0.09926047429189067,True
25,golovin_relative_error_radius_moment_6_um6_m3,0.3946237545345686,0.21778290464080655,0.379204152865307,0.3946237545345686,True
26,ensemble_mean_l1_bins_500,0.4020271206503433,0.29556521886879,0.8169062913881938,0.8169062913881938,True
26,golovin_relative_error_radius_moment_0_m3,0.061717508547813237,0.09712728610068587,0.06495566794171168,0.09712728610068587,True
26,golovin_relative_error_radius_moment_6_um6_m3,0.389943423075947,0.21310257318218492,0.3734838096000263,0.389943423075947,True
27,ensemble_mean_l1_bins_500,0.397443954410012,0.2902428714135788,0.808354640508775,0.808354640508775,True
27,golovin_relative_error_radius_moment_0_m3,0.06077764406670466,0.09512612827526483,0.06386815497733785,0.09512612827526483,True
27,golovin_relative_error_radius_moment_6_um6_m3,0.3855527734545953,0.20871192356083326,0.3681012553125397,0.3855527734545953,True
28,ensemble_mean_l1_bins_500,0.3925808121121928,0.2868949761877378,0.7980626603951166,0.7980626603951166,True
