case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
115	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m015	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	15	not_applicable	1270865294337881400	golovin_controlled_highres_N032768_v1
116	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m016	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	16	not_applicable	11845202026258858111	golovin_controlled_highres_N032768_v1
117	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m017	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	17	not_applicable	187489541574185421	golovin_controlled_highres_N032768_v1
118	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m018	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	18	not_applicable	2009450147068961794	golovin_controlled_highres_N032768_v1
119	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m019	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	19	not_applicable	1258098442420208938	golovin_controlled_highres_N032768_v1
120	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m020	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	20	not_applicable	10636335054625672888	golovin_controlled_highres_N032768_v1
121	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m021	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	21	not_applicable	7594167596218979260	golovin_controlled_highres_N032768_v1
122	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m022	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	22	not_applicable	11959451141282848604	golovin_controlled_highres_N032768_v1
123	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m023	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	23	not_applicable	423894639472246473	golovin_controlled_highres_N032768_v1
124	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m024	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	24	not_applicable	5152096971153693352	golovin_controlled_highres_N032768_v1
125	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m025	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	25	not_applicable	4263711271602527551	golovin_controlled_highres_N032768_v1
126	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m026	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	26	not_applicable	16237253150511818844	golovin_controlled_highres_N032768_v1
127	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m027	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	27	not_applicable	4888835052212267937	golovin_controlled_highres_N032768_v1
128	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m028	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	28	not_applicable	13335882922264282843	golovin_controlled_highres_N032768_v1
129	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m029	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	29	not_applicable	15478294311715292151	golovin_controlled_highres_N032768_v1
130	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m030	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	30	not_applicable	13813027413971748416	golovin_controlled_highres_N032768_v1
131	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m031	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	31	not_applicable	11417524680426935270	golovin_controlled_highres_N032768_v1
132	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m032	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	32	not_applicable	11381695653566560672	golovin_controlled_highres_N032768_v1
133	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m033	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	33	not_applicable	15339022565601051514	golovin_controlled_highres_N032768_v1
134	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m034	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	34	not_applicable	9302784923637739480	golovin_controlled_highres_N032768_v1
135	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m035	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	35	not_applicable	18050541657665630161	golovin_controlled_highres_N032768_v1
136	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m036	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	36	not_applicable	2819798529536889843	golovin_controlled_highres_N032768_v1
137	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m037	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	37	not_applicable	5150148564458933604	golovin_controlled_highres_N032768_v1
138	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m038	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	38	not_applicable	11948365539830889212	golovin_controlled_highres_N032768_v1
139	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m039	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	39	not_applicable	4651248771166160729	golovin_controlled_highres_N032768_v1
140	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m040	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	40	not_applicable	2171694720301636298	golovin_controlled_highres_N032768_v1
141	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m041	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	41	not_applicable	1070876587399949743	golovin_controlled_highres_N032768_v1
142	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m042	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	42	not_applicable	15577687352355780917	golovin_controlled_highres_N032768_v1
143	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m043	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	43	not_applicable	15943654066483796964	golovin_controlled_highres_N032768_v1
144	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m044	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	44	not_applicable	11841372106453547840	golovin_controlled_highres_N032768_v1
145	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m045	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	45	not_applicable	10924253577407758968	golovin_controlled_highres_N032768_v1
146	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m046	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	46	not_applicable	3145656795691206572	golovin_controlled_highres_N032768_v1
147	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m047	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	47	not_applicable	8653985280294697627	golovin_controlled_highres_N032768_v1
148	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m048	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	48	not_applicable	2759682845293820592	golovin_controlled_highres_N032768_v1
149	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m049	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	49	not_applicable	12169717500866140333	golovin_controlled_highres_N032768_v1
150	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m050	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	50	not_applicable	15214013016691132660	golovin_controlled_highres_N032768_v1
151	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m051	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	51	not_applicable	17403135181522848867	golovin_controlled_highres_N032768_v1
152	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m052	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	52	not_applicable	10191326392600391389	golovin_controlled_highres_N032768_v1
153	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m053	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	53	not_applicable	16176289976568723315	golovin_controlled_highres_N032768_v1
154	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m054	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	54	not_applicable	849861570776709358	golovin_controlled_highres_N032768_v1
155	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m055	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	55	not_applicable	8099505727217889669	golovin_controlled_highres_N032768_v1
156	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m056	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	56	not_applicable	5735299551188741127	golovin_controlled_highres_N032768_v1
157	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m057	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	57	not_applicable	14900337921732258957	golovin_controlled_highres_N032768_v1
158	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m058	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	58	not_applicable	4784377652465552627	golovin_controlled_highres_N032768_v1
159	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m059	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	59	not_applicable	9796772001014353725	golovin_controlled_highres_N032768_v1
160	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m060	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	60	not_applicable	3022822190084398677	golovin_controlled_highres_N032768_v1
161	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m061	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	61	not_applicable	73735664023554784	golovin_controlled_highres_N032768_v1
162	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m062	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	62	not_applicable	12751216662712784840	golovin_controlled_highres_N032768_v1
163	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m063	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	63	not_applicable	13147922755999317575	golovin_controlled_highres_N032768_v1
164	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m064	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	64	not_applicable	5036674538017116302	golovin_controlled_highres_N032768_v1
165	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m065	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	65	not_applicable	2689983320633431566	golovin_controlled_highres_N032768_v1
166	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m066	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	66	not_applicable	17953373900840618145	golovin_controlled_highres_N032768_v1
167	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m067	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	67	not_applicable	4401848349016414296	golovin_controlled_highres_N032768_v1
168	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m068	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	68	not_applicable	15624261364795619920	golovin_controlled_highres_N032768_v1
169	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m069	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	69	not_applicable	16166456683872498384	golovin_controlled_highres_N032768_v1
170	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m070	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	70	not_applicable	14809066897226348926	golovin_controlled_highres_N032768_v1
171	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m071	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	71	not_applicable	16624605611699526649	golovin_controlled_highres_N032768_v1
172	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m072	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	72	not_applicable	14190691178274055669	golovin_controlled_highres_N032768_v1
173	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m073	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	73	not_applicable	12406742538453896156	golovin_controlled_highres_N032768_v1
174	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m074	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	74	not_applicable	5215382799702782339	golovin_controlled_highres_N032768_v1
175	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m075	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	75	not_applicable	7736639885637269777	golovin_controlled_highres_N032768_v1
176	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m076	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	76	not_applicable	3328265739520717807	golovin_controlled_highres_N032768_v1
177	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m077	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	77	not_applicable	11315432997247857997	golovin_controlled_highres_N032768_v1
178	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m078	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	78	not_applicable	15491379268149388878	golovin_controlled_highres_N032768_v1
179	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m079	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	79	not_applicable	5069254811583659686	golovin_controlled_highres_N032768_v1
180	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m080	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	80	not_applicable	17157007948599151556	golovin_controlled_highres_N032768_v1
181	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m081	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	81	not_applicable	549751055747216118	golovin_controlled_highres_N032768_v1
182	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m082	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	82	not_applicable	2329091744338628083	golovin_controlled_highres_N032768_v1
183	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m083	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	83	not_applicable	11030449136919892373	golovin_controlled_highres_N032768_v1
184	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m084	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	84	not_applicable	4970541977592802755	golovin_controlled_highres_N032768_v1
185	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m085	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	85	not_applicable	5459934486222339428	golovin_controlled_highres_N032768_v1
186	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m086	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	86	not_applicable	9574810270555690388	golovin_controlled_highres_N032768_v1
187	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m087	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	87	not_applicable	17176314970372991700	golovin_controlled_highres_N032768_v1
188	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m088	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	88	not_applicable	4068097504171323996	golovin_controlled_highres_N032768_v1
189	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m089	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	89	not_applicable	40703426960179817	golovin_controlled_highres_N032768_v1
190	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m090	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	90	not_applicable	838631964697468312	golovin_controlled_highres_N032768_v1
191	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m091	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	91	not_applicable	951855634043280633	golovin_controlled_highres_N032768_v1
192	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m092	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	92	not_applicable	8039223973914699512	golovin_controlled_highres_N032768_v1
193	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m093	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	93	not_applicable	16953779508527497457	golovin_controlled_highres_N032768_v1
194	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m094	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	94	not_applicable	18176435888394318964	golovin_controlled_highres_N032768_v1
195	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m095	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	95	not_applicable	12777162542076645880	golovin_controlled_highres_N032768_v1
196	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m096	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	96	not_applicable	964270907886382547	golovin_controlled_highres_N032768_v1
197	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m097	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	97	not_applicable	14981803200785013255	golovin_controlled_highres_N032768_v1
198	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m098	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	98	not_applicable	13790713207506722446	golovin_controlled_highres_N032768_v1
199	golovin_controlled_high_resolution_convergence_v1_N032768_dt0p1_m099	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	99	not_applicable	1833384868067609289	golovin_controlled_highres_N032768_v1
200	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m000	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	0	not_applicable	5022536116274744412	golovin_controlled_highres_N065536_v1
201	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m001	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	1	not_applicable	17479480175137134749	golovin_controlled_highres_N065536_v1
202	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m002	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	2	not_applicable	988568292113268987	golovin_controlled_highres_N065536_v1
203	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m003	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	3	not_applicable	16086944790633682004	golovin_controlled_highres_N065536_v1
204	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m004	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	4	not_applicable	4764240575890217623	golovin_controlled_highres_N065536_v1
205	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m005	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	5	not_applicable	15178830140849441860	golovin_controlled_highres_N065536_v1
206	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m006	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	6	not_applicable	3077230582626447593	golovin_controlled_highres_N065536_v1
207	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m007	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	7	not_applicable	7486645334764839061	golovin_controlled_highres_N065536_v1
208	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m008	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	8	not_applicable	5703629672470494348	golovin_controlled_highres_N065536_v1
209	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m009	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	9	not_applicable	3415129500125729206	golovin_controlled_highres_N065536_v1
210	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m010	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	10	not_applicable	10570188288104328503	golovin_controlled_highres_N065536_v1
211	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m011	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	11	not_applicable	9877365234059458521	golovin_controlled_highres_N065536_v1
212	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m012	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	12	not_applicable	555451651277868473	golovin_controlled_highres_N065536_v1
213	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m013	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	13	not_applicable	14247889536844420230	golovin_controlled_highres_N065536_v1
214	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m014	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	14	not_applicable	572393435912279825	golovin_controlled_highres_N065536_v1
215	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m015	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	15	not_applicable	15547355433760684258	golovin_controlled_highres_N065536_v1
216	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m016	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	16	not_applicable	3636185577521898215	golovin_controlled_highres_N065536_v1
217	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m017	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	17	not_applicable	16436665156275883376	golovin_controlled_highres_N065536_v1
218	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m018	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	18	not_applicable	4676355655435021402	golovin_controlled_highres_N065536_v1
219	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m019	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	19	not_applicable	8761984594097738740	golovin_controlled_highres_N065536_v1
220	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m020	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	20	not_applicable	10556404253548825872	golovin_controlled_highres_N065536_v1
221	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m021	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	21	not_applicable	18107580435143408759	golovin_controlled_highres_N065536_v1
222	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m022	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	22	not_applicable	12751967868123830007	golovin_controlled_highres_N065536_v1
223	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m023	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	23	not_applicable	18328121385536723338	golovin_controlled_highres_N065536_v1
224	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m024	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	24	not_applicable	9170444716957948527	golovin_controlled_highres_N065536_v1
225	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m025	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	25	not_applicable	16871567387271885136	golovin_controlled_highres_N065536_v1
226	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m026	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	26	not_applicable	4343837158617574473	golovin_controlled_highres_N065536_v1
227	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m027	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	27	not_applicable	17581052995436467905	golovin_controlled_highres_N065536_v1
228	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m028	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	28	not_applicable	12771760157706595708	golovin_controlled_highres_N065536_v1
229	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m029	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	29	not_applicable	10552687125204522221	golovin_controlled_highres_N065536_v1
230	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m030	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	30	not_applicable	8801947134608507092	golovin_controlled_highres_N065536_v1
231	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m031	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	31	not_applicable	17317702979380670769	golovin_controlled_highres_N065536_v1
232	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m032	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	32	not_applicable	5289002987904328180	golovin_controlled_highres_N065536_v1
233	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m033	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	33	not_applicable	8116479199195292899	golovin_controlled_highres_N065536_v1
