lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_n_members,upper_n_members,estimated_difference_lower_minus_upper,95ci_low,95ci_high,equivalence_margin,equivalence_pass
2048,4096,3600.0,golovin_relative_error_radius_moment_0_m3,20,20,0.0037272612939837912,-0.017185986372015113,0.024640508959982696,0.05,True
2048,4096,3600.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,-0.0008354047202441608,-0.14482781474712392,0.1431570053066356,0.1,False
4096,8192,600.0,ensemble_mean_l1_bins_250,20,20,0.021173787517414003,0.006174705837984587,0.043430015679198054,0.01,False
4096,8192,600.0,ensemble_mean_l1_bins_500,20,20,0.02054031442309015,0.011331115521315178,0.048888269415210274,0.01,False
4096,8192,600.0,ensemble_mean_l1_bins_1000,20,20,0.02931621147222163,0.01595266560998308,0.06390997475564592,0.01,False
4096,8192,600.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.004362249498121845,-0.015357484995021018,0.0066329859987773266,0.05,True
4096,8192,600.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.012916115893216035,-0.01544074924200961,0.04127298102844168,0.1,True
4096,8192,1200.0,ensemble_mean_l1_bins_250,20,20,0.01101480014112165,0.0009596741144732046,0.032760613356090075,0.01,False
4096,8192,1200.0,ensemble_mean_l1_bins_500,20,20,0.010701454007483291,0.0022496292639628186,0.03968306583015608,0.01,False
4096,8192,1200.0,ensemble_mean_l1_bins_1000,20,20,0.014294820802516359,0.004383559120269414,0.051110837674715616,0.01,False
4096,8192,1200.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.0015491764076716761,-0.016010699130859993,0.012912346315516639,0.05,True
4096,8192,1200.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.036906627865927445,-0.006623835068873492,0.08043709080072839,0.1,True
4096,8192,1800.0,ensemble_mean_l1_bins_250,20,20,0.011127817589841368,0.00020837287222107186,0.03467756704851783,0.01,False
4096,8192,1800.0,ensemble_mean_l1_bins_500,20,20,0.022939785591748106,0.009778011001082417,0.04833676082508294,0.01,False
4096,8192,1800.0,ensemble_mean_l1_bins_1000,20,20,0.031819306692650644,0.014263979832082609,0.06479397245076894,0.01,False
4096,8192,1800.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.0009675811033173442,-0.01621644133988152,0.014281279133246831,0.05,True
4096,8192,1800.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.04137334182122646,-0.01658381952480608,0.099330503167259,0.1,True
4096,8192,2400.0,ensemble_mean_l1_bins_250,20,20,0.010256276565614286,-0.0018590508277320462,0.03416791771055723,0.01,False
4096,8192,2400.0,ensemble_mean_l1_bins_500,20,20,0.013192705825299578,0.0018669074938352343,0.04367893992037279,0.01,False
