matrix_stage,initialization_family,kernel,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,time_s,metric,n_total,n_valid,mean,sample_standard_deviation,standard_error,student_ci_low,student_ci_high,bootstrap_ci_low,bootstrap_ci_high,coefficient_of_variation
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,relative_liquid_mass_drift,5,5,-1.1381868780802051e-10,9.349071025863441e-10,4.1810316680608695e-10,-1.2746591787544772e-09,1.0470218031384363e-09,-8.206357815510046e-10,6.307455002740881e-10,8.214003522543365
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,mass_fraction_r_ge_cloud_threshold,5,5,0.9250122801975152,0.001073028629754259,0.00047987299158679526,0.9236799391789074,0.926344621216123,0.9242164829838428,0.9259113477678353,0.0011600155508477553
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,mass_fraction_r_ge_large_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,mass_fraction_r_ge_onset_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,mass_weighted_radius_q99_um,5,5,235.4285461425781,6.650205578111346,2.9740623474010515,227.1712252955834,243.68586698957282,230.47118530273437,240.6895965576172,0.028247235465167036
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_below_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_above_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_below_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_below_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_below_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_above_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_above_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1200.0000476837158,fixed_bin_mass_above_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_fixed_bin_l1_relative,5,5,0.12666780901835661,0.008680198286851199,0.0038819026855153,0.11588991930830349,0.13744569872840973,0.12002144216008268,0.13342092676160644,0.06852726319433906
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_fixed_bin_l1_relative_bins_250,5,5,0.09712082868989869,0.0070896685392958115,0.0031705961583614146,0.08831784250545721,0.10592381487434016,0.09161746157620396,0.10262419580359343,0.07299843540187165
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_fixed_bin_l1_relative_bins_500,5,5,0.12666780901835661,0.008680198286851199,0.0038819026855153,0.11588991930830349,0.13744569872840973,0.11991469127510676,0.13342092676160644,0.06852726319433906
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_fixed_bin_l1_relative_bins_1000,5,5,0.18033962665168576,0.008425029183103188,0.00376778759316765,0.16987857123121047,0.19080068207216105,0.1729276003201468,0.18636751142495567,0.046717570284070635
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,radius_moment_0_m3,5,5,877101.238202147,7050.264218380343,3152.9740103265735,868347.1789443599,885855.297459934,871750.8118495466,882591.1107886363,0.008038141905752796
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,radius_moment_3_um3_m3,5,5,238740390009.31226,274.23227048203995,122.64039968439006,238740389668.80792,238740390349.8166,238740389798.0056,238740390219.90576,1.1486630748627968e-09
