run_label,kernel,matrix_stage,initialization_family,matrix_case_index,member_index,initialization_seed,collision_seed,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,time_s,n_superdroplet_records,number_concentration_cm3,liquid_water_gm3,relative_liquid_mass_drift,radius_moment_0_m3,radius_moment_3_um3_m3,radius_moment_6_um6_m3,max_radius_um,mass_fraction_r_ge_cloud_threshold,mass_fraction_r_ge_large_threshold,mass_fraction_r_ge_onset_threshold,mass_weighted_radius_q99_um,golovin_l1_relative,golovin_fixed_bin_l1_relative_bins_250,fixed_bin_mass_below_range_fraction_bins_250,fixed_bin_mass_above_range_fraction_bins_250,golovin_fixed_bin_l1_relative_bins_500,fixed_bin_mass_below_range_fraction_bins_500,fixed_bin_mass_above_range_fraction_bins_500,golovin_fixed_bin_l1_relative_bins_1000,fixed_bin_mass_below_range_fraction_bins_1000,fixed_bin_mass_above_range_fraction_bins_1000,golovin_fixed_bin_l1_relative,fixed_bin_mass_below_range_fraction,fixed_bin_mass_above_range_fraction,golovin_analytical_radius_moment_0_m3,golovin_relative_error_radius_moment_0_m3,golovin_analytical_radius_moment_3_um3_m3,golovin_relative_error_radius_moment_3_um3_m3,golovin_analytical_radius_moment_6_um6_m3,golovin_relative_error_radius_moment_6_um6_m3
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,0.0,16384,8.388608,0.9982363474162836,0.0,8388608.0,238740390078.92203,1.3588188114267852e+16,74.99010467529297,0.3426337917221375,0.0,0.0,57.375732421875,0.06296949743579318,0.0033285650941950098,0.0,0.0,0.007120967653698126,0.0,0.0,0.01348464728023573,0.0,0.0,0.007120967653698126,0.0,0.0,8388608.0,0.0,238733292669.84543,2.972944827761559e-05,1.3588329560514944e+16,-1.0409391858035022e-05
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,300.00001192092896,16384,5.321467669898661,0.998236347416615,3.319566843629218e-13,5321467.669898661,238740390079.00122,3.3118642593113604e+16,115.80176544189453,0.6354335810412806,0.0,0.0,87.73458862304688,0.021211162805303836,0.06140588199302502,0.0,0.0,0.10608902763829409,0.0,0.0,0.15111682871235285,0.0,0.0,0.10608902763829409,0.0,0.0,5348803.665523084,-0.005110674710426033,238733292669.84543,2.972944860935023e-05,3.3422009487832736e+16,-0.00907685981088513
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,600.0000238418579,16384,3.390438452139213,0.9982363469434883,-4.736306902231036e-10,3390438.4521392127,238740389965.84723,7.982387668874547e+16,165.2733917236328,0.7911517789475221,0.0,0.0,121.38885498046875,0.02540569862786984,0.08453291827232184,0.0,0.0,0.13023539112308638,0.0,0.0,0.17507691481558216,0.0,0.0,0.13023539112308638,0.0,0.0,3410542.089022777,-0.0058945576271497435,238733292669.84543,2.9728974632936556e-05,8.220515356432454e+16,-0.028967488926539775
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,899.9999761581421,16384,2.153020523286078,0.9982363454337847,-1.9860015854078483e-09,2153020.523286078,238740389604.78314,2.0020831824881302e+17,212.4148406982422,0.8757069864554108,0.0,0.0,168.6792449951172,0.01844740056114103,0.07198022529872215,0.0,0.0,0.12302315073209713,0.0,0.0,0.1815106627206867,0.0,0.0,0.12302315073209713,0.0,0.0,2174654.2046287498,-0.009948101770214435,238733292669.84543,2.972746221674427e-05,2.021926918134987e+17,-0.009814269481688509
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,1200.0000476837158,16384,1.3693082297207881,0.998236346780486,-6.36920960417342e-10,1369308.229720788,238740389926.86322,4.75758190112587e+17,289.78753662109375,0.9244393719815529,0.0,0.0,227.31813049316406,0.028960864136119455,0.08375756103748451,0.0,0.0,0.12454513536837558,0.0,0.0,0.18047595881296905,0.0,0.0,0.12454513536837558,0.0,0.0,1386618.2972187817,-0.012483657205961673,238733292669.84543,2.9728811337559335e-05,4.97315526712769e+17,-0.04334740309170504
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,1500.0,16384,0.8733212096431504,0.9982363480840436,6.689397924475315e-10,873321.2096431504,238740390238.62488,1.1548199959706412e+18,372.89080810546875,0.9531638271189157,0.0,0.0,305.8265380859375,0.02388684466777828,0.10317289395690833,0.0,0.0,0.1203620409248074,0.0,0.0,0.17587620986023206,0.0,0.0,0.1203620409248074,0.0,0.0,884145.4617925527,-0.012242614611691516,238733292669.84543,2.973011723694796e-05,1.2232026906685448e+18,-0.055904630703950464
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,1799.9999523162842,16384,0.5577038858039701,0.9982363487444832,1.330546117728204e-09,557703.8858039702,238740390396.5771,2.9331197965180155e+18,537.5928344726562,0.970902314823892,0.0,0.0,429.6936950683594,0.022683848959798587,0.08865390420109787,0.0,0.0,0.12749023786821084,0.0,0.0,0.18731897404474704,0.0,0.0,0.12749023786821084,0.0,0.0,563755.1438462138,-0.010733840938388584,238733292669.84543,2.9730778863257257e-05,3.0086026719268946e+18,-0.025089014283343425
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,2099.9999046325684,16384,0.3551154654028592,0.9982363458054575,-1.6136720848436426e-09,355115.4654028592,238740389693.67334,7.204384517944742e+18,671.4076538085938,0.9816098045800309,0.0,0.0,593.8451538085938,0.027962310617296426,0.09000256359346968,0.0,0.0,0.12340061625218998,0.0,0.0,0.17033196733555298,0.0,0.0,0.12340061625218998,0.0,0.0,359465.58111456485,-0.012101619571525002,238733292669.84543,2.9727834557791155e-05,7.39999192822117e+18,-0.026433462654255724
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,2400.0000953674316,16384,0.22643211830123094,0.9982363473082716,-1.0820289109148007e-10,226432.11830123095,238740390053.08957,1.7621818147791421e+19,923.0505981445312,0.9883967823655876,0.0,0.0,766.599365234375,0.03614837128982769,0.09076568720331446,0.0,0.0,0.13535812003299919,0.0,0.0,0.19581118414053983,0.0,0.0,0.13535812003299919,0.0,0.0,229204.92913507385,-0.012097518340056457,238733292669.84543,2.9729340071282806e-05,1.8201113831406539e+19,-0.03182748533859103
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,2700.000047683716,16384,0.14473135440753207,0.9982363482394584,8.246290317259763e-10,144731.35440753208,238740390275.79425,4.225528915665153e+19,1176.8138427734375,0.9925934273574041,0.014497430035476716,0.014497430035476716,1015.823974609375,0.0322733748009231,0.10071637157372576,0.0,0.0,0.14050010485313924,0.0,0.0,0.2061744336139119,0.0,0.0,0.14050010485313924,0.0,0.0,146147.28387886327,-0.009688373493857094,238733292669.84543,2.973027293107222e-05,4.476765798748041e+19,-0.05612017567529404
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,3000.0,16384,0.09214794935118285,0.9982363517713345,4.362745276154101e-09,92147.94935118285,238740391120.4855,1.052225882542443e+20,1768.4444580078125,0.995297091221768,0.13486553470113527,0.13486553470113527,1410.3170166015625,0.03076677439889832,0.10188871048910411,0.0,0.0,0.14829221803235948,0.0,0.0,0.23143238458859916,0.0,0.0,0.14829221803235948,0.0,0.0,93187.47491936282,-0.011155206953289643,238733292669.84543,2.9733811152565792e-05,1.1011101959187887e+20,-0.044395477907236636
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,3299.999952316284,16384,0.05872139242591893,0.9982363486606576,1.246572400859236e-09,58721.39242591893,238740390376.52917,2.518393684068533e+20,2250.15576171875,0.99702628569366,0.3376228807013211,0.3376228807013211,1898.4876708984375,0.04384895302814917,0.11407566942700988,0.0,0.0,0.16484961942179993,0.0,0.0,0.2438552012117944,0.0,0.0,0.16484961942179993,0.0,0.0,59418.863295774216,-0.011738206205383461,238733292669.84543,2.9730694887097897e-05,2.7083026409274727e+20,-0.07012102487700722
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m000,golovin,golovin_controlled_timestep_screen_v1,controlled,20,0,not_applicable,1944431086028390590,16384,0.1,300.0,3600.0,3599.9999046325684,16384,0.03746299053775304,0.9982363484475718,1.033110264003767e-09,37462.99053775304,238740390325.5671,5.924488880676623e+20,3140.3388671875,0.9981121065466007,0.5363158896050192,0.5363158896050192,2582.7314453125,0.06538382073984168,0.15792337096513145,0.0,0.0,0.1845030821756329,0.0,0.0,0.27211839416308703,0.0,0.0,0.1845030821756329,0.0,0.0,37887.079979546696,-0.011193510875543877,238733292669.84543,2.9730481418521748e-05,6.661370698447075e+20,-0.11062014878442916
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m001,golovin,golovin_controlled_timestep_screen_v1,controlled,21,1,not_applicable,15564717190483251341,16384,0.1,300.0,3600.0,0.0,16384,8.388608,0.9982363474162836,0.0,8388608.0,238740390078.92203,1.3588188114267852e+16,74.99010467529297,0.3426337917221375,0.0,0.0,57.375732421875,0.06297453437164252,0.0033285650941950098,0.0,0.0,0.007120967653698126,0.0,0.0,0.01348464728023573,0.0,0.0,0.007120967653698126,0.0,0.0,8388608.0,0.0,238733292669.84543,2.972944827761559e-05,1.3588329560514944e+16,-1.0409391858035022e-05
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m001,golovin,golovin_controlled_timestep_screen_v1,controlled,21,1,not_applicable,15564717190483251341,16384,0.1,300.0,3600.0,300.00001192092896,16384,5.358247689762945,0.9982363471740879,-2.4262358788718075e-10,5358247.689762945,238740390020.9979,3.28451230068592e+16,116.71804809570312,0.6339377832646025,0.0,0.0,87.35118865966797,0.03204945602972449,0.08449768702343269,0.0,0.0,0.12173683139588147,0.0,0.0,0.16708756972069994,0.0,0.0,0.12173683139588147,0.0,0.0,5348803.665523084,0.0017656329957920214,238733292669.84543,2.9729205646589207e-05,3.3422009487832736e+16,-0.017260676117740625
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m001,golovin,golovin_controlled_timestep_screen_v1,controlled,21,1,not_applicable,15564717190483251341,16384,0.1,300.0,3600.0,600.0000238418579,16384,3.435933041383563,0.9982363470364716,-3.804830894793554e-10,3435933.041383563,238740389988.0853,7.8753999234144e+16,156.51145935058594,0.7855043206959078,0.0,0.0,122.84552001953125,0.03390752536536523,0.0886212309719876,0.0,0.0,0.12941035692281805,0.0,0.0,0.17586759425223375,0.0,0.0,0.12941035692281805,0.0,0.0,3410542.089022777,0.007444843575603377,238733292669.84543,2.9729067783090812e-05,8.220515356432454e+16,-0.04198221377300948
golovin_controlled_timestep_screen_v1_N016384_dt0p1_m001,golovin,golovin_controlled_timestep_screen_v1,controlled,21,1,not_applicable,15564717190483251341,16384,0.1,300.0,3600.0,899.9999761581421,16384,2.174547965830719,0.9982363475250742,1.0898282276627924e-10,2174547.965830719,238740390104.94055,1.9379730586745658e+17,223.82484436035156,0.8731593114748583,0.0,0.0,168.81529235839844,0.031493031549376826,0.08466079205534824,0.0,0.0,0.11176979377402241,0.0,0.0,0.17340144126270296,0.0,0.0,0.11176979377402241,0.0,0.0,2174654.2046287498,-4.885319137382105e-05,238733292669.84543,2.972955726354698e-05,2.021926918134987e+17,-0.04152170818214318
