case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
0	golovin_fixed10_high_resolution_feasibility_v1_N524288_dt0p1_m000	golovin_fixed10_high_resolution_feasibility_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	0	not_applicable	7593160712957124142	golovin_fixed10_screen_N524288_v1
