max_superdroplets,time_s,metric,n_members,estimate,95ci_low,95ci_high,95ci_half_width,accuracy_margin,precision_margin,accuracy_pass,precision_pass
32768,1200.0,golovin_relative_error_radius_moment_6_um6_m3,100,0.0003563960070663441,-0.00501709285898379,0.005729884873116479,0.0053734888660501344,0.05,0.05,True,True
32768,1800.0,ensemble_mean_l1_bins_250,100,0.009852471054094408,0.010592526961448204,0.013837817648949311,0.0016226453437505539,0.05,0.01,True,True
32768,1800.0,ensemble_mean_l1_bins_500,100,0.011259961927033418,0.013256020481079107,0.016604185156913448,0.0016740823379171703,0.05,0.01,True,True
32768,1800.0,ensemble_mean_l1_bins_1000,100,0.014509458163222152,0.017880500031428596,0.02169031437035754,0.001904907169464471,0.05,0.01,True,True
32768,1800.0,golovin_relative_error_radius_moment_0_m3,100,0.0006170149180966,-0.0014747528265831615,0.0027087826627763614,0.0020917677446797615,0.05,0.025,True,True
32768,1800.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0009994198878655015,-0.008325221664384574,0.006326381888653572,0.007325801776519073,0.05,0.05,True,True
32768,2400.0,ensemble_mean_l1_bins_250,100,0.008573792772161972,0.009507070892222145,0.013054198387291998,0.0017735637475349269,0.05,0.01,True,True
32768,2400.0,ensemble_mean_l1_bins_500,100,0.010739886022101542,0.012878746107660674,0.016662745163693784,0.001891999528016555,0.05,0.01,True,True
32768,2400.0,ensemble_mean_l1_bins_1000,100,0.013982637912420864,0.01777156357970392,0.021938275242347403,0.002083355831321741,0.05,0.01,True,True
32768,2400.0,golovin_relative_error_radius_moment_0_m3,100,0.0005632371777972544,-0.001628604588396898,0.002755078943991407,0.0021918417661941523,0.05,0.025,True,True
32768,2400.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0029943350709373882,-0.01114605086551157,0.0051573807236367925,0.008151715794574181,0.05,0.05,True,True
32768,3000.0,ensemble_mean_l1_bins_250,100,0.009391574512507998,0.010696129566990264,0.015139912015997087,0.0022218912245034117,0.05,0.01,True,True
32768,3000.0,ensemble_mean_l1_bins_500,100,0.012472006807493243,0.014904129012619711,0.019717279836567268,0.002406575411973778,0.05,0.01,True,True
32768,3000.0,ensemble_mean_l1_bins_1000,100,0.01664000119842502,0.020931754783091335,0.02609729501296738,0.0025827701149380225,0.05,0.01,True,True
32768,3000.0,golovin_relative_error_radius_moment_0_m3,100,0.00023911018612389977,-0.001948127692681369,0.002426348064929169,0.002187237878805269,0.05,0.025,True,True
32768,3000.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.006778250298888222,-0.01680722450336182,0.0032507239055853754,0.010028974204473597,0.05,0.05,True,True
32768,3600.0,ensemble_mean_l1_bins_250,100,0.010316478269804667,0.011428731751857294,0.01678559488019956,0.0026784315641711328,0.05,0.01,True,True
32768,3600.0,ensemble_mean_l1_bins_500,100,0.014248486720068669,0.01687481265890809,0.022604289892310368,0.0028647386167011384,0.05,0.01,True,True
32768,3600.0,ensemble_mean_l1_bins_1000,100,0.021257433264991174,0.02582225535125756,0.031813647830324025,0.0029956962395332326,0.05,0.01,True,True
32768,3600.0,golovin_relative_error_radius_moment_0_m3,100,0.0001377764401125481,-0.002104268541491927,0.002379821421717023,0.002242044981604475,0.05,0.025,True,True
32768,3600.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.007841639495511848,-0.02068397664425741,0.005000697653233717,0.012842337148745563,0.05,0.05,True,True
65536,600.0,ensemble_mean_l1_bins_250,100,0.004477181713763213,0.005178654147925206,0.007749335977446781,0.0012853409147607874,0.05,0.01,True,True
65536,600.0,ensemble_mean_l1_bins_500,100,0.006019151139927062,0.0075367678836199955,0.010117784100882057,0.001290508108631031,0.05,0.01,True,True
