lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_n_members,upper_n_members,estimated_difference_lower_minus_upper,95ci_low,95ci_high,equivalence_margin,equivalence_pass
262144,524288,1200.0,golovin_relative_error_radius_moment_6_um6_m3,10,10,-0.0015338388595351748,-0.008568001271855835,0.005500323552785486,0.05,True
262144,524288,1800.0,ensemble_mean_l1_bins_250,10,10,0.0027824000684710595,0.0005868970346219359,0.006647413688716873,0.01,True
262144,524288,1800.0,ensemble_mean_l1_bins_500,10,10,0.003626953155984644,0.0012632493435307363,0.008460501873786816,0.01,True
262144,524288,1800.0,ensemble_mean_l1_bins_1000,10,10,0.0041628774026930306,0.0010968239076625602,0.01148533719042173,0.01,False
262144,524288,1800.0,golovin_relative_error_radius_moment_0_m3,10,10,0.00014506767424642407,-0.0023517266619942374,0.002641862010487085,0.05,True
262144,524288,1800.0,golovin_relative_error_radius_moment_6_um6_m3,10,10,0.004328181666819553,-0.0024692891320842857,0.011125652465723392,0.05,True
262144,524288,2400.0,ensemble_mean_l1_bins_250,10,10,0.002168317592928167,2.3188623964897216e-05,0.006542800664641445,0.01,True
262144,524288,2400.0,ensemble_mean_l1_bins_500,10,10,0.0035368530952870295,0.00013609126479718127,0.009242976013647937,0.01,True
262144,524288,2400.0,ensemble_mean_l1_bins_1000,10,10,0.00475058293562006,0.0011262298859538188,0.012474151399608925,0.01,False
262144,524288,2400.0,golovin_relative_error_radius_moment_0_m3,10,10,-0.00020613604856862806,-0.0028903281947994025,0.002478056097662146,0.05,True
262144,524288,2400.0,golovin_relative_error_radius_moment_6_um6_m3,10,10,0.001878284993299728,-0.007288115319363835,0.011044685305963291,0.05,True
262144,524288,3000.0,ensemble_mean_l1_bins_250,10,10,0.002442818122979696,-9.781886708870661e-05,0.008143560407542846,0.01,True
