lower_members,middle_members,upper_members,additional_members,projected_additional_cpu_hours,projected_additional_zarr_gb,maximum_projected_upper_bound
1675,895,285,2555,122.080625,178.85445666,0.009999451717941511
1670,900,285,2555,122.18472222222222,178.85445666,0.009997235028598887
1660,905,285,2550,122.10888888888888,178.50444794,0.00999953100521302
1655,910,280,2545,121.66590277777777,178.1544392,0.00999753785005825
1650,915,280,2545,121.77,178.1544392,0.009995641218332005
1640,920,280,2540,121.69416666666666,177.80443048,0.009998364183750823
1635,925,280,2540,121.79826388888888,177.80443048,0.00999668735567731
1625,930,280,2535,121.72243055555556,177.45442176,0.009999711418743569
1620,935,275,2530,121.27944444444445,177.10441302,0.009998252360317643
1615,940,275,2530,121.38354166666667,177.10441302,0.00999688644231131
1610,945,275,2530,121.4876388888889,177.10441302,0.009995612975068166
1600,950,275,2525,121.41180555555556,176.7544043,0.009999183184774782
1595,955,275,2525,121.51590277777778,176.7544043,0.009998123394362575
1590,960,270,2520,121.07291666666667,176.40439556,0.00999916508390911
1585,965,270,2520,121.1770138888889,176.40439556,0.00999627532650189
1580,970,270,2520,121.28111111111112,176.40439556,0.009995485844358665
1570,975,270,2515,121.20527777777778,176.05438684,0.009999719812489212
1565,980,270,2515,121.309375,176.05438684,0.009999139719355489
1560,985,270,2515,121.41347222222223,176.05438684,0.009998647682077026
1555,990,270,2515,121.51756944444445,176.05438684,0.009998243179296953
1550,995,265,2510,121.07458333333334,175.7043781,0.0099979257062351
1545,1000,265,2510,121.17868055555556,175.7043781,0.009997694774413243
1540,1005,265,2510,121.28277777777778,175.7043781,0.009997549911389788
1535,1010,265,2510,121.386875,175.7043781,0.009997490660503625
1530,1015,265,2510,121.49097222222223,175.7043781,0.00999751658062688
1525,1020,265,2510,121.59506944444445,175.7043781,0.009997627245926347
1520,1025,260,2505,121.15208333333334,175.35436936,0.00999927249160404
1515,1030,260,2505,121.25618055555556,175.35436936,0.009998101183821759
1510,1035,260,2505,121.36027777777778,175.35436936,0.009998463679194103
1505,1040,260,2505,121.464375,175.35436936,0.009998909364875332
1500,1045,260,2505,121.56847222222223,175.35436936,0.009999437888214233
1500,1050,260,2510,121.8525,175.70437808,0.00999460781133982
1495,1055,260,2510,121.95659722222223,175.70437808,0.009995265191271108
1490,1060,260,2510,122.06069444444445,175.70437808,0.009996004160109059
1485,1065,255,2505,121.61770833333334,175.35436934,0.009997647220847866
1480,1070,255,2505,121.72180555555556,175.35436934,0.00999772567339183
1475,1075,255,2505,121.82590277777778,175.35436934,0.009998707655340631
1470,1080,255,2505,121.93,175.35436934,0.009999770100894709
1470,1085,255,2510,122.21402777777777,175.70437806,0.009995247730353499
1465,1090,255,2510,122.318125,175.70437806,0.00999643286813236
1460,1095,255,2510,122.42222222222222,175.70437806,0.009997697464637068
1455,1100,255,2510,122.52631944444444,175.70437806,0.00999904130486045
1455,1105,255,2515,122.81034722222222,176.05438678,0.009994680988748958
1450,1110,250,2510,122.36736111111111,175.70437804,0.009996144333289676
1445,1115,250,2510,122.47145833333333,175.70437804,0.009997686041605735
1440,1120,250,2510,122.57555555555555,175.70437804,0.009999305943031694
1440,1125,250,2515,122.85958333333333,176.05438676,0.009995099894590598
1435,1130,250,2515,122.96368055555556,176.05438676,0.009996836407808313
1430,1135,250,2515,123.06777777777778,176.05438676,0.009998650352017975
1430,1140,250,2520,123.35180555555556,176.40439548,0.009994554035226458
1425,1145,250,2520,123.45590277777778,176.40439548,0.00999648252672233
1420,1150,250,2520,123.56,176.40439548,0.009998487769177703
1420,1155,245,2520,123.29694444444445,176.40439546,0.009998833371723689
1415,1160,245,2520,123.40104166666667,176.40439546,0.009996615173317437
1410,1165,245,2520,123.5051388888889,176.40439546,0.009998809191601152
1410,1170,245,2525,123.78916666666667,176.75440418,0.009994920882054902
1405,1175,245,2525,123.8932638888889,176.75440418,0.009997225741859187
1400,1180,245,2525,123.9973611111111,176.75440418,0.009999606225755943
1400,1185,245,2530,124.28138888888888,177.1044129,0.009995816545050565
1395,1190,245,2530,124.3854861111111,177.1044129,0.00999830621600152
1395,1195,245,2535,124.66951388888889,177.45442162,0.00999457893171958
1390,1200,245,2535,124.77361111111111,177.45442162,0.009997176641891129
1385,1205,245,2535,124.87770833333333,177.45442162,0.009999849141196195
1385,1210,240,2535,124.61465277777778,177.4544216,0.009998975332507452
1380,1215,240,2535,124.71875,177.4544216,0.009998994065020056
1380,1220,240,2540,125.00277777777778,177.80443032,0.009995418798536625
1375,1225,240,2540,125.106875,177.80443032,0.00999830344520803
1375,1230,240,2545,125.39090277777778,178.15443904,0.009994785753393746
1370,1235,240,2545,125.495,178.15443904,0.009997774983748615
1370,1240,240,2550,125.77902777777778,178.50444776,0.009994313585888346
1365,1245,240,2550,125.883125,178.50444776,0.009997406466313202
1365,1250,240,2555,126.16715277777777,178.85445648,0.009994000119487211
1360,1255,240,2555,126.27125,178.85445648,0.009997195759435595
1360,1260,240,2560,126.55527777777777,179.2044652,0.009993843257128236
1355,1265,240,2560,126.659375,179.2044652,0.009997140807821683
1355,1270,240,2565,126.94340277777778,179.55447392,0.009993840978591526
1350,1275,235,2560,126.50041666666667,179.20446518,0.009998012897016071
1350,1280,235,2565,126.78444444444445,179.5544739,0.009994928220165528
1345,1285,235,2565,126.88854166666667,179.5544739,0.00999749032478589
1345,1290,235,2570,127.17256944444445,179.90448262,0.009994292461380058
1340,1295,235,2570,127.27666666666667,179.90448262,0.009997891051116642
1340,1300,235,2575,127.56069444444445,180.25449134,0.00999474254446674
1335,1305,235,2575,127.66479166666667,180.25449134,0.009998440043646716
1335,1310,235,2580,127.94881944444444,180.60450006,0.009995339850431294
1330,1315,235,2580,128.05291666666668,180.60450006,0.009999135601703298
1330,1320,235,2585,128.33694444444444,180.95450878,0.00999608270784284
1325,1325,235,2585,128.44104166666668,180.95450878,0.00999997608903404
1325,1330,235,2590,128.72506944444444,181.3045175,0.009996969508669375
1325,1335,235,2595,129.0090972222222,181.65452622,0.00999398375497109
1320,1340,235,2595,129.11319444444445,181.65452622,0.009997998706377006
1320,1345,235,2600,129.3972222222222,182.00453494,0.009995057853837738
1315,1350,230,2595,128.9542361111111,181.6545262,0.009999168814114116
1315,1355,230,2600,129.2382638888889,182.00453492,0.009996271942990975
1315,1360,230,2605,129.52229166666666,182.35454364,0.009993394798763143
1310,1365,230,2605,129.6263888888889,182.35454364,0.009997624618499908
1310,1370,230,2610,129.91041666666666,182.70455236,0.009994790137682107
1305,1375,230,2610,130.0145138888889,182.70455236,0.009999114531878687
1305,1380,230,2615,130.29854166666667,183.05456108,0.00999632185535933
1305,1385,230,2620,130.58256944444443,183.4045698,0.00999354787985579
1300,1390,230,2620,130.68666666666667,183.4045698,0.009997988680133879
1300,1395,230,2625,130.97069444444443,183.75457852,0.009995255277475018
1295,1400,230,2625,131.07479166666667,183.75457852,0.009999789391997135
1295,1405,230,2630,131.35881944444444,184.10458724,0.009997095758758297
1295,1410,230,2635,131.64284722222223,184.45459596,0.009994419868461338
1290,1415,230,2635,131.74694444444444,184.45459596,0.00999906817504908
1290,1420,230,2640,132.03097222222223,184.80460468,0.00999643090225355
1290,1425,230,2645,132.315,185.1546134,0.009993810831849484
1285,1430,230,2645,132.41909722222223,185.1546134,0.009998572018448792
1285,1435,225,2645,132.15604166666665,185.15461338,0.009998408639965511
1285,1440,225,2650,132.44006944444445,185.5046221,0.009995972741672661
1280,1445,225,2650,132.54416666666665,185.5046221,0.00999829640933553
1280,1450,225,2655,132.82819444444445,185.85463082,0.009995766977062472
1280,1455,225,2660,133.11222222222221,186.20463954,0.00999325372855487
1275,1460,225,2660,133.21631944444445,186.20463954,0.009998237031768815
1275,1465,225,2665,133.50034722222222,186.55464826,0.009995759203592688
1275,1470,225,2670,133.784375,186.90465698,0.009993297079119542
1270,1475,225,2670,133.88847222222222,186.90465698,0.009998389757817503
1270,1480,225,2675,134.1725,187.2546657,0.009995962067413005
1270,1485,225,2680,134.45652777777778,187.60467442,0.009993549618918955
1265,1490,225,2680,134.560625,187.60467442,0.009998750639164267
1265,1495,225,2685,134.84465277777778,187.95468314,0.009996371675122722
1265,1500,225,2690,135.12868055555555,188.30469186,0.009994007508611236
1260,1505,225,2690,135.23277777777778,188.30469186,0.00999931589919173
1260,1510,225,2695,135.51680555555555,188.65470058,0.00999698430246789
1260,1515,225,2700,135.80083333333334,189.0047093,0.00999466707549601
1260,1520,225,2705,136.0848611111111,189.35471802,0.009992364085177709
1255,1525,225,2705,136.18895833333335,189.35471802,0.009997796387019569
1255,1530,225,2710,136.4729861111111,189.70472674,0.009995524806331282
1255,1535,220,2710,136.20993055555556,189.70472672,0.009999935999514388
1250,1540,220,2710,136.31402777777777,189.70472672,0.00999880452126447
1250,1545,220,2715,136.59805555555556,190.05473544,0.009996577340553783
1250,1550,220,2720,136.88208333333333,190.40474416,0.00999436359750288
1250,1555,220,2725,137.16611111111112,190.75475288,0.009992163170284373
1245,1560,220,2725,137.27020833333333,190.75475288,0.009997821463877316
1245,1565,220,2730,137.55423611111112,191.1047616,0.009995650541492289
1245,1570,220,2735,137.8382638888889,191.45477032,0.009993492561586778
1240,1575,220,2735,137.9423611111111,191.45477032,0.009999254102245487
1240,1580,220,2740,138.2263888888889,191.80477904,0.009997124855466501
1240,1585,220,2745,138.51041666666666,192.15478776,0.009995008191191587
1240,1590,220,2750,138.79444444444445,192.50479648,0.00999290399771097
1235,1595,220,2750,138.89854166666666,192.50479648,0.009998783640220658
1235,1600,220,2755,139.18256944444445,192.8548052,0.009996707199639607
1235,1605,220,2760,139.46659722222222,193.20481392,0.00999464288669959
1235,1610,220,2765,139.750625,193.55482264,0.009992590594991257
1230,1615,220,2765,139.85472222222222,193.55482264,0.009998586853088885
1230,1620,220,2770,140.13875,193.90483136,0.009996561378815858
1230,1625,220,2775,140.42277777777778,194.25484008,0.009994547598473055
1230,1630,220,2780,140.70680555555555,194.6048488,0.00999254541064464
1225,1635,220,2780,140.81090277777778,194.6048488,0.009998656896758138
1225,1640,220,2785,141.09493055555555,194.95485752,0.009996680633120517
1225,1645,220,2790,141.37895833333334,195.30486624,0.00999471564964377
1225,1650,220,2795,141.6629861111111,195.65487496,0.009992761849619718
1220,1655,220,2795,141.76708333333335,195.65487496,0.009998987269962938
1220,1660,215,2795,141.50402777777776,195.65487494,0.009999978278784486
1220,1665,215,2800,141.78805555555556,196.00488366,0.009998157720761104
1220,1670,215,2805,142.07208333333332,196.35489238,0.009996347473091478
1215,1675,215,2805,142.17618055555556,196.35489238,0.009999571795632281
1215,1680,215,2810,142.46020833333333,196.7049011,0.009997688999583053
1215,1685,215,2815,142.74423611111112,197.05490982,0.009995816711542293
1215,1690,215,2820,143.0282638888889,197.40491854,0.009993954843435446
1215,1695,215,2825,143.31229166666665,197.75492726,0.00999210330817309
1210,1700,215,2825,143.4163888888889,197.75492726,0.00999856621026302
1210,1705,215,2830,143.70041666666665,198.10493598,0.009996737964597671
1210,1710,215,2835,143.98444444444445,198.4549447,0.009994919782408046
1210,1715,215,2840,144.26847222222221,198.80495342,0.009993111580510288
1205,1720,215,2840,144.37256944444445,198.80495342,0.00999968466010668
1205,1725,215,2845,144.65659722222222,199.15496214,0.009997899009255615
1205,1730,215,2850,144.940625,199.50497086,0.009996123081064486
1205,1735,215,2855,145.22465277777778,199.85497958,0.009994356796041593
1205,1740,215,2860,145.50868055555554,200.2049883,0.00999260007556245
1200,1745,215,2860,145.61277777777778,200.2049883,0.009999294667184471
1200,1750,215,2865,145.89680555555555,200.55499702,0.009997559622708872
1200,1755,215,2870,146.18083333333334,200.90500574,0.009995833898876195
1200,1760,215,2875,146.4648611111111,201.25501446,0.009994117420507442
1200,1765,215,2880,146.7488888888889,201.60502318,0.009992410113232693
1195,1770,215,2880,146.8529861111111,201.60502318,0.009999224541974164
1195,1775,215,2885,147.1370138888889,201.9550319,0.00999753808122204
1195,1780,215,2890,147.42104166666667,202.30504062,0.009995860560490899
1195,1785,215,2895,147.70506944444443,202.65504934,0.009994191908629116
1195,1790,215,2900,147.98909722222223,203.00505806,0.009992532055240583
1190,1795,215,2900,148.09319444444444,203.00505806,0.009999464771006017
1190,1800,215,2905,148.37722222222223,203.35506678,0.00999782497727205
1190,1805,215,2910,148.66125,203.7050755,0.009996193762933349
1190,1810,215,2915,148.9452777777778,204.05508422,0.009994571060602631
1190,1815,210,2915,148.6822222222222,204.0550842,0.00999996895649954
1190,1820,210,2920,148.96625,204.40509292,0.009998445717860616
1185,1825,210,2920,149.0703472222222,204.40509292,0.009998411429620633
1185,1830,210,2925,149.354375,204.75510164,0.009996824722769426
1185,1835,210,2930,149.63840277777777,205.10511036,0.009995246189527797
1185,1840,210,2935,149.92243055555556,205.45511908,0.009993675766690614
1185,1845,210,2940,150.20645833333333,205.8051278,0.009992113391704756
1180,1850,210,2940,150.31055555555557,205.8051278,0.009999289050478595
1180,1855,210,2945,150.59458333333333,206.15513652,0.009997745143786905
1180,1860,210,2950,150.8786111111111,206.50514524,0.009996209089596003
1180,1865,210,2955,151.1626388888889,206.85515396,0.009994680827955972
1180,1870,210,2960,151.44666666666666,207.20516268,0.009993160299527428
1180,1875,210,2965,151.73069444444445,207.5551714,0.009991647445573753
1175,1880,210,2965,151.83479166666666,207.5551714,0.00999894718714281
1175,1885,210,2970,152.11881944444445,207.90518012,0.009997452006699863
1175,1890,210,2975,152.40284722222222,208.25518884,0.009995964316954566
1175,1895,210,2980,152.686875,208.60519756,0.009994484061580149
1175,1900,210,2985,152.97090277777778,208.95520628,0.009993011184814812
1175,1905,210,2990,153.25493055555555,209.305215,0.009991545631454643
1170,1910,210,2990,153.35902777777778,209.305215,0.009998967611253507
1170,1915,210,2995,153.64305555555555,209.65522372,0.009997518982600909
1170,1920,210,3000,153.92708333333334,210.00523244,0.009996077504303444
1170,1925,210,3005,154.2111111111111,210.35524116,0.009994643123390662
1170,1930,210,3010,154.4951388888889,210.70524988,0.009993215787415508
1170,1935,210,3015,154.77916666666667,211.0552586,0.009991795444447862
1165,1940,210,3015,154.88326388888888,211.0552586,0.009999337968383946
1165,1945,210,3020,155.16729166666667,211.40526732,0.009997933843995659
1165,1950,210,3025,155.45131944444444,211.75527604,0.009996536549519229
1165,1955,210,3030,155.73534722222223,212.10528476,0.009995146035096858
1165,1960,210,3035,156.019375,212.45529348,0.009993762251356172
1165,1965,210,3040,156.3034027777778,212.8053022,0.009992385149404318
1165,1970,210,3045,156.58743055555556,213.15531092,0.00999101468082213
1160,1975,210,3045,156.69152777777776,213.15531092,0.009998685114341713
1160,1980,210,3050,156.97555555555556,213.50531964,0.009997330092434056
1160,1985,210,3055,157.25958333333332,213.85532836,0.009995981551499201
1160,1990,210,3060,157.54361111111112,214.20533708,0.009994639445019899
1160,1995,210,3065,157.82763888888888,214.5553458,0.009993303726924176
1160,2000,210,3070,158.11166666666668,214.90535452,0.009991974351580014
1155,2005,210,3070,158.2157638888889,214.90535452,0.00999976201565924
1155,2010,210,3075,158.49979166666665,215.25536324,0.009998447463211234
1155,2015,205,3075,158.2367361111111,215.25536322,0.009999223305578401
1155,2020,205,3080,158.5207638888889,215.60537194,0.009997986969353055
1155,2025,205,3085,158.80479166666666,215.95538066,0.009996756465438631
1155,2030,205,3090,159.08881944444445,216.30538938,0.00999553175257224
1155,2035,205,3095,159.37284722222222,216.6553981,0.009994312789880113
1150,2040,205,3095,159.47694444444446,216.6553981,0.009999878635083514
1150,2045,205,3100,159.76097222222222,217.00540682,0.009998608782104602
1150,2050,205,3105,160.045,217.35541554,0.009997344820248952
1150,2055,205,3110,160.32902777777778,217.70542426,0.00999608670850819
1150,2060,205,3115,160.61305555555555,218.05543298,0.009994834406254618
1150,2065,205,3120,160.89708333333334,218.4054417,0.009993587873236787
1150,2070,205,3125,161.1811111111111,218.75545042,0.009992347069575153
1150,2075,205,3130,161.4651388888889,219.10545914,0.009991111955757779
1145,2080,205,3130,161.5692361111111,219.10545914,0.00999915392984221
1145,2085,205,3135,161.85326388888888,219.45546786,0.009997932228192667
1145,2090,205,3140,162.13729166666667,219.80547658,0.009996716091215212
1145,2095,205,3145,162.42131944444444,220.1554853,0.009995505480880648
1145,2100,205,3150,162.70534722222223,220.50549402,0.009994300359506332
1145,2105,205,3155,162.989375,220.85550274,0.009993100689752238
1145,2110,205,3160,163.2734027777778,221.20551146,0.009991906434617052
1145,2115,205,3165,163.55743055555556,221.55552018,0.009990717557434345
1140,2120,205,3165,163.6615277777778,221.55552018,0.009998887332744899
1140,2125,205,3170,163.94555555555556,221.9055289,0.009997711190587438
1140,2130,205,3175,164.22958333333332,222.25553762,0.00999654030994179
1140,2135,205,3180,164.51361111111112,222.60554634,0.009995374655494563
1140,2140,205,3185,164.79763888888888,222.95555506,0.009994214192248396
1140,2145,205,3190,165.08166666666668,223.30556378,0.009993058885518418
1140,2150,205,3195,165.36569444444444,223.6555725,0.009991908700928774
1140,2155,205,3200,165.6497222222222,224.00558122,0.009990763604409172
1135,2160,205,3200,165.75381944444445,224.00558122,0.009999059047435237
1135,2165,205,3205,166.0378472222222,224.35558994,0.009997926054871764
1135,2170,205,3210,166.321875,224.70559866,0.009996798041917977
1135,2175,205,3215,166.60590277777777,225.05560738,0.0099956749757403
1135,2180,205,3220,166.88993055555557,225.4056161,0.009994556823793816
1135,2185,205,3225,167.17395833333333,225.75562482,0.009993443553819096
1135,2190,205,3230,167.4579861111111,226.10563354,0.00999233513383906
1135,2195,205,3235,167.7420138888889,226.45564226,0.009991231532155902
1130,2200,205,3235,167.8461111111111,226.45564226,0.00999965070934283
1130,2205,205,3240,168.1301388888889,226.80565098,0.009998558622728372
1130,2210,205,3245,168.41416666666666,227.1556597,0.009997471253255981
1130,2215,205,3250,168.69819444444445,227.50566842,0.009996388570360037
1130,2220,205,3255,168.98222222222222,227.85567714,0.009995310543738978
1130,2225,205,3260,169.26625,228.20568586,0.009994237143352458
1130,2230,205,3265,169.55027777777778,228.55569458,0.009993168339418532
1130,2235,205,3270,169.83430555555555,228.9057033,0.009992104102410873
1130,2240,205,3275,170.11833333333334,229.25571202,0.00999104440305604
1125,2245,205,3275,170.22243055555555,229.25571202,0.009999591992742049
1125,2250,205,3280,170.50645833333334,229.60572074,0.00999854319306562
1125,2255,205,3285,170.7904861111111,229.95572946,0.009997498837370694
1125,2260,205,3290,171.0745138888889,230.30573818,0.00999645889741095
1125,2265,205,3295,171.35854166666667,230.6557469,0.009995423345179437
1125,2270,205,3300,171.64256944444443,231.00575562,0.009994392152906017
1125,2275,200,3300,171.37951388888888,231.0057556,0.009999147885974027
1125,2280,200,3305,171.66354166666667,231.35576432,0.009998177728440326
1125,2285,200,3310,171.94756944444444,231.70577304,0.009997211648408938
1120,2290,200,3310,172.05166666666668,231.70577304,0.009999998287664463
1120,2295,200,3315,172.33569444444444,232.05578176,0.009998990339641961
1120,2300,200,3320,172.6197222222222,232.40579048,0.00999798658279275
1120,2305,200,3325,172.90375,232.7557992,0.009996986990975846
1120,2310,200,3330,173.18777777777777,233.10580792,0.009995991538267628
1120,2315,200,3335,173.47180555555556,233.45581664,0.009995000198959592
1120,2320,200,3340,173.75583333333333,233.80582536,0.009994012947556101
1120,2325,200,3345,174.03986111111112,234.15583408,0.009993029758772204
1120,2330,200,3350,174.3238888888889,234.5058428,0.009992050607531442
1120,2335,200,3355,174.60791666666665,234.85585152,0.009991075468963712
1115,2340,200,3355,174.7120138888889,234.85585152,0.009999879357607766
1115,2345,200,3360,174.99604166666666,235.20586024,0.009998913961292344
1115,2350,200,3365,175.28006944444445,235.55586896,0.009997952497614858
1115,2355,200,3370,175.56409722222222,235.90587768,0.00999699494254662
1115,2360,200,3375,175.848125,236.2558864,0.009996041272254662
1115,2365,200,3380,176.13215277777778,236.60589512,0.009995091463099758
1115,2370,200,3385,176.41618055555554,236.95590384,0.009994145491634434
1115,2375,200,3390,176.70020833333334,237.30591256,0.009993203334601047
1115,2380,200,3395,176.9842361111111,237.65592128,0.009992264968929849
1115,2385,200,3400,177.2682638888889,238.00593,0.009991330371737092
1115,2390,200,3405,177.55229166666666,238.35593872,0.009990399520323164
1110,2395,200,3405,177.6563888888889,238.35593872,0.009999336592968911
1110,2400,200,3410,177.94041666666666,238.70594744,0.0099984148911813
1110,2405,200,3415,178.22444444444446,239.05595616,0.00999749686188576
1110,2410,200,3420,178.50847222222222,239.40596488,0.00999658248313514
1110,2415,200,3425,178.7925,239.7559736,0.009995671733157126
1110,2420,200,3430,179.07652777777778,240.10598232,0.009994764590352503
1110,2425,200,3435,179.36055555555555,240.45599104,0.009993861033293444
1110,2430,200,3440,179.64458333333334,240.80599976,0.009992961040721804
1110,2435,200,3445,179.9286111111111,241.15600848,0.00999206459154744
1110,2440,200,3450,180.21263888888888,241.5060172,0.009991171664846553
1110,2445,200,3455,180.49666666666667,241.85602592,0.00999028223986005
1105,2450,200,3455,180.60076388888888,241.85602592,0.00999934982488402
1105,2455,200,3460,180.88479166666667,242.20603464,0.009998469005550646
1105,2460,200,3465,181.16881944444444,242.55604336,0.009997591620692477
1105,2465,200,3470,181.45284722222223,242.90605208,0.009996717650224978
1105,2470,200,3475,181.736875,243.2560608,0.009995847074220193
1105,2475,200,3480,182.0209027777778,243.60606952,0.0099949798729052
1105,2480,200,3485,182.30493055555556,243.95607824,0.009994116026660615
1105,2485,200,3490,182.58895833333332,244.30608696,0.009993255516019093
1105,2490,200,3495,182.87298611111112,244.65609568,0.009992398321663865
1105,2495,200,3500,183.15701388888888,245.0061044,0.009991544424427276
1105,2500,200,3505,183.44104166666668,245.35611312,0.009990693805289351
