run_label,kernel,matrix_stage,initialization_family,matrix_case_index,member_index,initialization_seed,collision_seed,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,tail_onset_status,tail_onset_lower_bound_s,tail_onset_upper_bound_s,tail_onset_first_recorded_crossing_s,onset_radius_threshold_um,onset_mass_fraction,maximum_absolute_liquid_mass_drift,large_drop_threshold_um,mass_weighted_radius_quantile
golovin_fixed10_high_resolution_screen_v2_N131072_dt0p1_m007,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,57,7,not_applicable,3788091018867963191,131072,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,9.202811845909764e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N131072_dt0p1_m008,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,58,8,not_applicable,6130950362096080690,131072,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.1094423157942401e-09,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N131072_dt0p1_m009,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,59,9,not_applicable,433556373723887405,131072,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.560929607791195e-09,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m000,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,60,0,not_applicable,3486400749179034723,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,8.599858603020039e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m001,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,61,1,not_applicable,7441874152021227260,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,7.009031133264898e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m002,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,62,2,not_applicable,1607283091190037766,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,6.229932125734194e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m003,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,63,3,not_applicable,10991333251404158760,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.0280318818445267e-09,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m004,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,64,4,not_applicable,3859234501865751534,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,5.701765726229269e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m005,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,65,5,not_applicable,9246374488240650768,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,8.300159448637601e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m006,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,66,6,not_applicable,3104664713150578136,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,6.666736052096667e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m007,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,67,7,not_applicable,14513404732716350424,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,6.152109932600069e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m008,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,68,8,not_applicable,13278762022830207176,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,6.861565760019062e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N262144_dt0p1_m009,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,69,9,not_applicable,13327263202519338592,262144,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,7.128542200973698e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m000,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,70,0,not_applicable,13253876796887375548,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.064177800382595e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m001,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,71,1,not_applicable,7941092278903984835,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.2278313355504906e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m002,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,72,2,not_applicable,6118271991302304563,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,4.0408543178216405e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m003,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,73,3,not_applicable,13673218493124727457,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,5.335036856735087e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m004,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,74,4,not_applicable,3524075828018570918,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.826163830211726e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m005,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,75,5,not_applicable,9252799756902989389,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.7031377964069634e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m006,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,76,6,not_applicable,10797129463191112869,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,5.99798988254463e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m007,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,77,7,not_applicable,6293185147233999081,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.398801240450666e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m008,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,78,8,not_applicable,15130139132901369762,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.52063933561908e-10,1000.0,0.99
golovin_fixed10_high_resolution_screen_v2_N524288_dt0p1_m009,golovin,golovin_fixed10_high_resolution_screen_v2,controlled,79,9,not_applicable,4187115166652408205,524288,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,4.76260919590743e-10,1000.0,0.99
