ensemble_size,log_radius_bins,lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_estimate,upper_estimate,absolute_change,one_sided_95_upper_bound,minimum_worthwhile_improvement,diminishing_returns_pass
40,500,65536,131072,2400.0,golovin_relative_error_radius_moment_6_um6_m3,-0.004130766921260518,0.00042746685560737243,0.00455823377686789,0.013401402249937083,0.01,False
40,500,65536,131072,3000.0,ensemble_mean_l1,0.012169296137586983,0.009442594667348689,0.0027267014702382943,0.007802920504241425,0.01,True
40,500,65536,131072,3000.0,golovin_relative_error_radius_moment_0_m3,-0.0013957646983148025,-0.001545183544624168,0.00014941884630936537,0.003025602231643384,0.01,True
40,500,65536,131072,3000.0,golovin_relative_error_radius_moment_6_um6_m3,-0.004597095733328746,0.002091031774921012,0.006688127508249758,0.01822658910651281,0.01,False
40,500,65536,131072,3600.0,ensemble_mean_l1,0.01666897247630448,0.010773490429269904,0.005895482047034575,0.0106000620198121,0.01,False
40,500,65536,131072,3600.0,golovin_relative_error_radius_moment_0_m3,-0.001492409089088706,-0.0017153367578280787,0.00022292766873937284,0.003006010697012584,0.01,True
40,500,65536,131072,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0058871201685512745,0.003696609287049779,0.009583729455601053,0.023182686763384582,0.01,False
60,500,16384,32768,600.0,ensemble_mean_l1,0.015357123814282978,0.011618154438270708,0.00373896937601227,0.00965691716093515,0.01,True
60,500,16384,32768,600.0,golovin_relative_error_radius_moment_0_m3,0.0008836374905085838,0.00127196668114156,0.0003883291906329763,0.0031670315551451263,0.01,True
60,500,16384,32768,600.0,golovin_relative_error_radius_moment_6_um6_m3,0.004635439140311933,-0.00161327161021488,0.006248710750526813,0.013610228506796329,0.01,False
60,500,16384,32768,1200.0,ensemble_mean_l1,0.015203351432022385,0.013095067433889353,0.002108283998133032,0.009049523819853291,0.01,True
60,500,16384,32768,1200.0,golovin_relative_error_radius_moment_0_m3,0.0024249284298865138,0.0010933157222703881,0.0013316127076161257,0.0044981961823252845,0.01,True
