ensemble_size,log_radius_bins,max_superdroplets,time_s,metric,estimate,95ci_low,95ci_high,analytical_margin,analytical_validity_pass,maximum_absolute_liquid_mass_drift,conservation_pass,maximum_out_of_range_mass_fraction,range_coverage_pass
40,500,65536,3000.0,golovin_relative_error_radius_moment_6_um6_m3,-0.004597095733328746,-0.01678118822124284,0.007586996754585348,0.05,True,2.8018440900723363e-09,True,0.0,True
40,500,65536,3600.0,ensemble_mean_l1,0.01666897247630448,0.019351005614591466,0.026235735450194215,0.05,True,2.8018440900723363e-09,True,0.0,True
40,500,65536,3600.0,golovin_relative_error_radius_moment_0_m3,-0.001492409089088706,-0.003760485058444265,0.0007756668802668535,0.05,True,2.8018440900723363e-09,True,0.0,True
40,500,65536,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0058871201685512745,-0.020116801601378916,0.008342561264276368,0.05,True,2.8018440900723363e-09,True,0.0,True
40,500,131072,600.0,ensemble_mean_l1,0.007550314240090322,0.00855644081491513,0.012058535754921185,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,600.0,golovin_relative_error_radius_moment_0_m3,-0.000838534907063615,-0.0021563493000360473,0.0004792794859088172,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.002612763008946406,-0.005693918957068759,0.0004683929391759477,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1200.0,ensemble_mean_l1,0.007944900208762123,0.00921527667871564,0.012875382019736347,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1200.0,golovin_relative_error_radius_moment_0_m3,-0.0010440192489345134,-0.0027900102793909677,0.0007019717815219411,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1200.0,golovin_relative_error_radius_moment_6_um6_m3,-0.000848585388253395,-0.0056524221367024435,0.003955251360195653,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1800.0,ensemble_mean_l1,0.010864042604661393,0.011767151211324938,0.015063270305551463,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1800.0,golovin_relative_error_radius_moment_0_m3,-0.0014571029240750156,-0.003428378397041857,0.0005141725488918257,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,1800.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0009986904152228166,-0.005812814234227777,0.0038154334037821445,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,2400.0,ensemble_mean_l1,0.008577370609506635,0.01013891788295433,0.01345360970413973,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,2400.0,golovin_relative_error_radius_moment_0_m3,-0.0016214434934580801,-0.003634201505304722,0.0003913145183885619,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,2400.0,golovin_relative_error_radius_moment_6_um6_m3,0.00042746685560737243,-0.0058238411511133065,0.006678774862328052,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3000.0,ensemble_mean_l1,0.009442594667348689,0.011164868108574885,0.015319947860662746,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3000.0,golovin_relative_error_radius_moment_0_m3,-0.001545183544624168,-0.003607789817845669,0.0005174227285973329,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3000.0,golovin_relative_error_radius_moment_6_um6_m3,0.002091031774921012,-0.005468728375840103,0.009650791925682127,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3600.0,ensemble_mean_l1,0.010773490429269904,0.013284468139450958,0.018231289767064493,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3600.0,golovin_relative_error_radius_moment_0_m3,-0.0017153367578280787,-0.003813424199874786,0.00038275068421862886,0.05,True,1.7845400712701576e-09,True,0.0,True
40,500,131072,3600.0,golovin_relative_error_radius_moment_6_um6_m3,0.003696609287049779,-0.005542277720443525,0.012935496294543082,0.05,True,1.7845400712701576e-09,True,0.0,True
60,500,16384,600.0,ensemble_mean_l1,0.015357123814282978,0.01895236588326841,0.02623018102543152,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,600.0,golovin_relative_error_radius_moment_0_m3,0.0008836374905085838,-0.0016015649156639208,0.0033688398966810885,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,600.0,golovin_relative_error_radius_moment_6_um6_m3,0.004635439140311933,-0.0029312534350699393,0.012202131715693804,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1200.0,ensemble_mean_l1,0.015203351432022385,0.019809989453054372,0.026902191441515913,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1200.0,golovin_relative_error_radius_moment_0_m3,0.0024249284298865138,-0.0006443013433356484,0.005494158203108676,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1200.0,golovin_relative_error_radius_moment_6_um6_m3,0.0019223256073192954,-0.008397661263076117,0.01224231247771471,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1800.0,ensemble_mean_l1,0.02036861576949495,0.023342504827471102,0.03031236502931077,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1800.0,golovin_relative_error_radius_moment_0_m3,0.002654678794098956,-0.0008015745257922819,0.0061109321139901935,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,1800.0,golovin_relative_error_radius_moment_6_um6_m3,0.001477493200031745,-0.009953623288326972,0.01290860968839046,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,2400.0,ensemble_mean_l1,0.01961663740152843,0.02310122485620658,0.030547108556484858,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,2400.0,golovin_relative_error_radius_moment_0_m3,0.0012559144814095018,-0.002425479981585395,0.004937308944404398,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,2400.0,golovin_relative_error_radius_moment_6_um6_m3,0.007358779539745136,-0.005429357953799286,0.02014691703328956,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,3000.0,ensemble_mean_l1,0.02235357674711393,0.026692801395651247,0.036240652409918916,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,3000.0,golovin_relative_error_radius_moment_0_m3,0.0014223614477663978,-0.002335467549149124,0.005180190444681919,0.05,True,4.3648165082288415e-09,True,0.0,True
60,500,16384,3000.0,golovin_relative_error_radius_moment_6_um6_m3,0.0012647990620637004,-0.01364592994928992,0.016175528073417322,0.05,True,4.3648165082288415e-09,True,0.0,True
