metric,radius_threshold_um,mass_fraction_threshold,status,lower_bound_s,upper_bound_s,first_recorded_crossing_s,mass_fraction_at_lower_bound,mass_fraction_at_upper_bound,source_sha256
tail_mass_fraction_crossing,1000.0,0.10,crossed_between_outputs,3000.0,3299.999952316284,3299.999952316284,0.07057718841711588,0.2128285946766998,c486b2f40225498e53a10d27361e1d396c19ff53d3c9686173b5f635c08f7067
