lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_n_members,upper_n_members,estimated_difference_lower_minus_upper,95ci_low,95ci_high,equivalence_margin,equivalence_pass
65536,131072,600.0,ensemble_mean_l1_bins_500,100,100,0.002100378549530689,0.0012000361556719654,0.0043556036255001035,0.01,True
65536,131072,600.0,ensemble_mean_l1_bins_1000,100,100,0.002571989711163971,0.0019208082553534118,0.005294880703761063,0.01,True
65536,131072,600.0,golovin_relative_error_radius_moment_0_m3,100,100,-0.00039176421037149357,-0.0015611808008706598,0.0007776523801276726,0.05,True
65536,131072,600.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.0011010703347986892,-0.004645780921011235,0.0024436402514138567,0.05,True
65536,131072,1200.0,ensemble_mean_l1_bins_250,100,100,0.001010749274315281,0.00017600503638742827,0.003204659250007885,0.01,True
65536,131072,1200.0,ensemble_mean_l1_bins_500,100,100,0.002587030824325414,0.0014250329627415598,0.00466067967238111,0.01,True
65536,131072,1200.0,ensemble_mean_l1_bins_1000,100,100,0.002314221606866727,0.001893095747152426,0.005420363481881404,0.01,True
65536,131072,1200.0,golovin_relative_error_radius_moment_0_m3,100,100,7.071670580955925e-05,-0.0014990472647511933,0.0016404806763703117,0.05,True
65536,131072,1200.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.0018183907002209763,-0.006813383676726109,0.0031766022762841567,0.05,True
65536,131072,1800.0,ensemble_mean_l1_bins_250,100,100,0.0007363396702215162,-0.00013467409735026166,0.002979791885311876,0.01,True
65536,131072,1800.0,ensemble_mean_l1_bins_500,100,100,0.001354496521880532,0.0005856862186639979,0.00368503445454971,0.01,True
65536,131072,1800.0,ensemble_mean_l1_bins_1000,100,100,0.0027560854754364317,0.002161184426941591,0.005446214257901788,0.01,True
65536,131072,1800.0,golovin_relative_error_radius_moment_0_m3,100,100,-0.00012106449846090107,-0.0018027008732652196,0.0015605718763434177,0.05,True
65536,131072,1800.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.002107265001886106,-0.00781204681559693,0.0035975168118247184,0.05,True
65536,131072,2400.0,ensemble_mean_l1_bins_250,100,100,0.0005775928284062568,-0.0001494584432106036,0.00297516784002276,0.01,True
65536,131072,2400.0,ensemble_mean_l1_bins_500,100,100,0.0013869586360599527,0.0007531157308948703,0.003967094588680099,0.01,True
65536,131072,2400.0,ensemble_mean_l1_bins_1000,100,100,0.002526524221147958,0.0019325067519432107,0.0055903482175279325,0.01,True
65536,131072,2400.0,golovin_relative_error_radius_moment_0_m3,100,100,-4.8743206670721624e-05,-0.0018604933912898577,0.0017630069779484146,0.05,True
65536,131072,2400.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.0018692973005354438,-0.008869990706523747,0.005131396105452859,0.05,True
65536,131072,3000.0,ensemble_mean_l1_bins_250,100,100,0.001446054667052118,0.00022265510651019415,0.0042153282720397015,0.01,True
65536,131072,3000.0,ensemble_mean_l1_bins_500,100,100,0.0019838913310733317,0.0010265591548974612,0.005073961526507423,0.01,True
65536,131072,3000.0,ensemble_mean_l1_bins_1000,100,100,0.002885879218326854,0.0024357292936088865,0.0067646902181719495,0.01,True
65536,131072,3000.0,golovin_relative_error_radius_moment_0_m3,100,100,-0.00020787104370125202,-0.0020727510505735513,0.0016570089631710474,0.05,True
65536,131072,3000.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.0044024793243981055,-0.01270241077406074,0.003897452125264528,0.05,True
65536,131072,3600.0,ensemble_mean_l1_bins_250,100,100,0.00278663180214593,0.0008585321217453255,0.005472073937167624,0.01,True
65536,131072,3600.0,ensemble_mean_l1_bins_500,100,100,0.002785992565845034,0.0016789182089287703,0.006228995103340736,0.01,True
65536,131072,3600.0,ensemble_mean_l1_bins_1000,100,100,0.0037428316541062816,0.0030031174400049726,0.008101772341577655,0.01,True
65536,131072,3600.0,golovin_relative_error_radius_moment_0_m3,100,100,-0.0003548410606246233,-0.002270173354946843,0.0015604912336975967,0.05,True
65536,131072,3600.0,golovin_relative_error_radius_moment_6_um6_m3,100,100,-0.004440243293286947,-0.014658488394435005,0.005778001807861111,0.05,True
