lower_max_superdroplets,upper_max_superdroplets,time_s,log_radius_bins,projected_members_each_resolution,estimate_held_fixed,projected_95ci_low,projected_95ci_high,projected_largest_absolute_interval_edge,equivalence_margin,projected_equivalence_pass,projection_method
16384,32768,3600.0,250,100,0.002159140789150889,0.0005274471925329938,0.009509309365738043,0.009509309365738043,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,150,0.002159140789150889,0.0008268685463907134,0.00816052830117671,0.00816052830117671,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,200,0.002159140789150889,0.001005359182163708,0.007356494832519939,0.007356494832519939,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,300,0.002159140789150889,0.0012170820519085586,0.0064027625954326105,0.0064027625954326105,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,400,0.002159140789150889,0.0013432939908419414,0.005834225077444466,0.005834225077444466,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,600,0.002159140789150889,0.0014930046677708014,0.0051598345451638,0.0051598345451638,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,800,0.002159140789150889,0.0015822499856572986,0.004757817810835414,0.004757817810835414,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,1000,0.002159140789150889,0.0016431539682684325,0.004483468177972206,0.004483468177972206,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,1500,0.002159140789150889,0.0017378393140965965,0.004056946155080164,0.004056946155080164,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,2000,0.002159140789150889,0.0017942830091020156,0.0038026884474840635,0.0038026884474840635,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,250,2500,0.002159140789150889,0.00183280206982731,0.00362917450446832,0.00362917450446832,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,100,0.005123080109134745,0.0032148015200484034,0.012819378890567458,0.012819378890567458,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,150,0.005123080109134745,0.003564977165688162,0.01140708174997278,0.01140708174997278,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,200,0.005123080109134745,0.0037737233783986957,0.01056518516752358,0.01056518516752358,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,300,0.005123080109134745,0.004021334952036946,0.009566540282358711,0.009566540282358711,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,400,0.005123080109134745,0.004168940814591574,0.008971229499851102,0.008971229499851102,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,600,0.005123080109134745,0.004344028637411453,0.008265080929553761,0.008265080929553761,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,800,0.005123080109134745,0.00444840174376672,0.007844132638329162,0.007844132638329162,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,1000,0.005123080109134745,0.004519629433970208,0.007556863479385324,0.007556863479385324,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,1500,0.005123080109134745,0.004630364696104373,0.0071102559096631,0.0071102559096631,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,2000,0.005123080109134745,0.0046963760446143005,0.006844024834177979,0.006844024834177979,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,500,2500,0.005123080109134745,0.004741424391317477,0.006662339865421287,0.006662339865421287,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,100,0.007137298657639696,0.005361166155253825,0.015936012125377413,0.015936012125377413,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,150,0.007137298657639696,0.005687092542167026,0.014321418120610278,0.014321418120610278,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,200,0.007137298657639696,0.005881383320916814,0.013358928616394438,0.013358928616394438,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,300,0.007137298657639696,0.00611184807927077,0.012217238246760452,0.012217238246760452,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,400,0.007137298657639696,0.00624923240644676,0.011536655391508555,0.011536655391508555,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,600,0.007137298657639696,0.006412195599903361,0.010729358389124987,0.010729358389124987,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,800,0.007137298657639696,0.006509340989278255,0.010248113637017067,0.010248113637017067,0.01,False,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,1000,0.007137298657639696,0.006575636244260316,0.00991969616136466,0.00991969616136466,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,1500,0.007137298657639696,0.006678703217479817,0.009409116706212969,0.009409116706212969,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,2000,0.007137298657639696,0.006740143356401535,0.00910475080048014,0.00910475080048014,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
16384,32768,3600.0,1000,2500,0.007137298657639696,0.006782072157162522,0.00889704135118724,0.00889704135118724,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,100,0.001917824274326651,0.0004988347152653561,0.004953538064252605,0.004953538064252605,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,150,0.001917824274326651,0.0007592241509809623,0.004396474204476341,0.004396474204476341,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,200,0.001917824274326651,0.0009144471346815004,0.004064398080924808,0.004064398080924808,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,300,0.001917824274326651,0.0010985702704253441,0.0036704944481230598,0.0036704944481230598,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,400,0.001917824274326651,0.0012083294947960036,0.003435681169289628,0.003435681169289628,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,600,0.001917824274326651,0.0013385242126538067,0.0031571492394014966,0.0031571492394014966,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,800,0.001917824274326651,0.0014161357045040757,0.0029911111776257295,0.0029911111776257295,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,1000,0.001917824274326651,0.00146910037606348,0.002877801264381444,0.002877801264381444,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,1500,0.001917824274326651,0.001551442745614211,0.002701642204475679,0.002701642204475679,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,2000,0.001917824274326651,0.0016005285629843002,0.002596630513777446,0.002596630513777446,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,250,2500,0.001917824274326651,0.001634026362514392,0.002524967032311842,0.002524967032311842,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,100,0.003275225346898246,0.0019768884922086016,0.006681574515727543,0.006681574515727543,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,150,0.003275225346898246,0.0022151377441516932,0.0060564977966933685,0.0060564977966933685,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,200,0.003275225346898246,0.0023571625526827853,0.005683877943266602,0.005683877943266602,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,300,0.003275225346898246,0.002525630214344368,0.0052418819564756984,0.0052418819564756984,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,400,0.003275225346898246,0.0026260569195534237,0.0049783999313128945,0.0049783999313128945,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,600,0.003275225346898246,0.0027451815455249696,0.004665861571795807,0.004665861571795807,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,800,0.003275225346898246,0.0028161939497905156,0.004479551645082424,0.004479551645082424,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,1000,0.003275225346898246,0.002864655183802412,0.004352407534830447,0.004352407534830447,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,1500,0.003275225346898246,0.0029399962124995586,0.0041547409203811355,0.0041547409203811355,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,2000,0.003275225346898246,0.0029849084004203146,0.004036908176558468,0.004036908176558468,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,500,2500,0.003275225346898246,0.003015557975960317,0.003956495180664105,0.003956495180664105,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,100,0.003464123368647841,0.0028232845411869903,0.007972371228417005,0.007972371228417005,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,150,0.003464123368647841,0.0029408806571003237,0.007145092332124101,0.007145092332124101,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,200,0.003464123368647841,0.0030109818881026377,0.006651936001560357,0.006651936001560357,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,300,0.003464123368647841,0.0030941348991061547,0.006066961484059122,0.006066961484059122,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,400,0.003464123368647841,0.0031437039549174154,0.005718247298532423,0.005718247298532423,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,600,0.003464123368647841,0.0032025020128740823,0.005304607850385971,0.005304607850385971,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,800,0.003464123368647841,0.0032375526283752393,0.005058029685104099,0.005058029685104099,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,1000,0.003464123368647841,0.003261472337863046,0.004889756517992835,0.004889756517992835,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,1500,0.003464123368647841,0.0032986594948905767,0.004628147960745254,0.004628147960745254,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,2000,0.003464123368647841,0.0033208274505654688,0.00447219823603402,0.00447219823603402,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,600.0,1000,2500,0.003464123368647841,0.0033359556031556706,0.004365772940601673,0.004365772940601673,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,100,0.0016629828187726238,0.00043097454716214696,0.004593371875289452,0.004593371875289452,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,150,0.0016629828187726238,0.0006570522773279922,0.0040556354642066385,0.0040556354642066385,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,200,0.0016629828187726238,0.0007918214154389377,0.0037350807921505223,0.0037350807921505223,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,300,0.0016629828187726238,0.0009516825115144695,0.003354843729382948,0.003354843729382948,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,400,0.0016629828187726238,0.0010469786829673854,0.003128177347031038,0.003128177347031038,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,600,0.0016629828187726238,0.001160017548050308,0.0028593091414896316,0.0028593091414896316,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,800,0.0016629828187726238,0.0012274021171057806,0.002699031805461573,0.002699031805461573,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,1000,0.0016629828187726238,0.001273387595326977,0.0025896532036751296,0.0025896532036751296,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,1500,0.0016629828187726238,0.0013448796508834797,0.0024196060196924997,0.0024196060196924997,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,2000,0.0016629828187726238,0.0013874973943563188,0.002318237731861934,0.002318237731861934,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,250,2500,0.0016629828187726238,0.0014165811644505284,0.0022490606300759894,0.0022490606300759894,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,100,0.001716972726081489,0.0009559858266470186,0.005448231630871616,0.005448231630871616,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,150,0.001716972726081489,0.0010956295245624528,0.004763532864398759,0.004763532864398759,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,200,0.001716972726081489,0.0011788737290972496,0.004355371200021278,0.004355371200021278,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,300,0.001716972726081489,0.001277616734843219,0.0038712160591782567,0.0038712160591782567,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,400,0.001716972726081489,0.0013364792763642538,0.0035826021784765524,0.0035826021784765524,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,600,0.001716972726081489,0.001406301125321971,0.003240252795240124,0.003240252795240124,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,800,0.001716972726081489,0.0014479232275893693,0.0030361719630513837,0.0030361719630513837,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,1000,0.001716972726081489,0.0014763275389052463,0.0028969003939737044,0.0028969003939737044,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,1500,0.001716972726081489,0.0015204867535353742,0.002680379632657508,0.002680379632657508,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,2000,0.001716972726081489,0.0015468108823692619,0.002551307581357703,0.002551307581357703,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,500,2500,0.001716972726081489,0.001564775346194595,0.0024632245070395145,0.0024632245070395145,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,100,0.004083641925326589,0.0030324974448973302,0.008011734741279105,0.008011734741279105,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,150,0.004083641925326589,0.0032253860509950483,0.007290916279118582,0.007290916279118582,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,200,0.004083641925326589,0.0033403705352082497,0.0068612229926167745,0.0068612229926167745,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,300,0.004083641925326589,0.003476763376593567,0.006351527370018609,0.006351527370018609,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,400,0.004083641925326589,0.0035580696851119594,0.006047688333302847,0.006047688333302847,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,600,0.004083641925326589,0.0036545139881608182,0.005687279102222585,0.005687279102222585,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,800,0.004083641925326589,0.003712006230267419,0.005472432458971681,0.005472432458971681,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,1000,0.004083641925326589,0.0037512408545195145,0.0053258139412220434,0.0053258139412220434,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,1500,0.004083641925326589,0.0038122375875158975,0.005097871129229328,0.005097871129229328,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,2000,0.004083641925326589,0.003848598874085237,0.0049619901811664285,0.0049619901811664285,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1200.0,1000,2500,0.004083641925326589,0.003873413029240737,0.004869260488517092,0.004869260488517092,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,100,0.0008042133047804993,-0.0003852113795602913,0.0037413675123347916,0.0037413675123347916,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,150,0.0008042133047804993,-0.000166947883254796,0.0032023896729060637,0.0032023896729060637,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,200,0.0008042133047804993,-3.6836955227542516e-05,0.00288109496233274,0.00288109496233274,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,300,0.0008042133047804993,0.0001174986430955582,0.0024999800771634117,0.0024999800771634117,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,400,0.0008042133047804993,0.00020950096261010398,0.0022727904085576454,0.0022727904085576454,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,600,0.0008042133047804993,0.00031863271076285163,0.0020033014888432817,0.0020033014888432817,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,800,0.0008042133047804993,0.00038368817477647837,0.0018426541335566195,0.0018426541335566195,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,1000,0.0008042133047804993,0.0004280841940061284,0.001733023018282349,0.001733023018282349,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,1500,0.0008042133047804993,0.0004971051718458396,0.0015625832601872203,0.0015625832601872203,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,2000,0.0008042133047804993,0.0005382498599502755,0.0014609809516295917,0.0014609809516295917,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,250,2500,0.0008042133047804993,0.0005663283679123412,0.0013916441462913578,0.0013916441462913578,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,100,0.0010301634570923871,0.000435507707003668,0.0046910093309421854,0.0046910093309421854,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,150,0.0010301634570923871,0.0005446290703159356,0.004019231596394121,0.004019231596394121,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,200,0.0010301634570923871,0.0006096783437330808,0.003618772399370372,0.003618772399370372,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,300,0.0010301634570923871,0.0006868387997035063,0.003143753807821299,0.003143753807821299,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,400,0.0010301634570923871,0.0007328355820480275,0.0028605863940172863,0.0028605863940172863,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,600,0.0010301634570923871,0.0007873962637041614,0.0025246975267432543,0.0025246975267432543,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,800,0.0010301634570923871,0.000819920900412734,0.0023244679282313795,0.0023244679282313795,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,1000,0.0010301634570923871,0.0008421167976927644,0.002187824569511868,0.002187824569511868,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,1500,0.0010301634570923871,0.0008766240026377146,0.001975389797255881,0.001975389797255881,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,2000,0.0010301634570923871,0.0008971943890514368,0.001848753480000164,0.001848753480000164,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,500,2500,0.0010301634570923871,0.0009112323070746433,0.0017623326318623469,0.0017623326318623469,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,100,0.0019231301498594897,0.001754472978116396,0.006336853499968469,0.006336853499968469,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,150,0.0019231301498594897,0.0017854221457823134,0.00552692017438434,0.00552692017438434,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,200,0.0019231301498594897,0.001803871520024204,0.005044103861002956,0.005044103861002956,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,300,0.0019231301498594897,0.0018257558863528536,0.004471394514173445,0.004471394514173445,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,400,0.0019231301498594897,0.0018388015639879429,0.0041299918249139795,0.0041299918249139795,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,600,0.0019231301498594897,0.0018542761478209015,0.0037250251621219147,0.0037250251621219147,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,800,0.0019231301498594897,0.001863500834941847,0.003483617005431223,0.003483617005431223,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,1000,0.0019231301498594897,0.001869796069216453,0.0033188720246808065,0.0033188720246808065,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,1500,0.0019231301498594897,0.0018795830553675267,0.0030627486185087487,0.0030627486185087487,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,2000,0.0019231301498594897,0.0018854172597684484,0.0029100686943316677,0.0029100686943316677,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,1800.0,1000,2500,0.0019231301498594897,0.001889398715510871,0.0028058748198812856,0.0028058748198812856,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,100,0.0016149215052936447,0.00032301152882497144,0.004779699387864847,0.004779699387864847,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,150,0.0016149215052936447,0.0005600814266405541,0.004198951825808719,0.004198951825808719,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,200,0.0016149215052936447,0.0007014032002500927,0.0038527574070089453,0.0038527574070089453,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,300,0.0016149215052936447,0.0008690369326106931,0.003442106867721502,0.003442106867721502,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,400,0.0016149215052936447,0.0009689665170593081,0.003197310446579246,0.003197310446579246,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,600,0.0016149215052936447,0.0010875014659670994,0.0029069366655511825,0.0029069366655511825,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,800,0.0016149215052936447,0.0011581623527718687,0.0027338394561512947,0.0027338394561512947,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,1000,0.0016149215052936447,0.0012063836995400905,0.002615712145038635,0.002615712145038635,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,1500,0.0016149215052936447,0.0012813517837161523,0.0024320636408699005,0.0024320636408699005,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,2000,0.0016149215052936447,0.001326041652474234,0.0023225873532053505,0.0023225873532053505,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,250,2500,0.0016149215052936447,0.00135653950999991,0.0022478770818078852,0.0022478770818078852,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,100,0.0020857004637890204,0.0012681345895394506,0.005934957379049685,0.005934957379049685,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,150,0.0020857004637890204,0.0014181607227810595,0.005228605574211759,0.005228605574211759,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,200,0.0020857004637890204,0.0015075940900404414,0.0048075361310990486,0.0048075361310990486,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,300,0.0020857004637890204,0.0016136785862107797,0.004308069979994793,0.004308069979994793,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,400,0.0020857004637890204,0.0016769175266642357,0.004010328921419353,0.004010328921419353,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,600,0.0020857004637890204,0.00175193059328504,0.0036571530190003896,0.0036571530190003896,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,800,0.0020857004637890204,0.001796647276914731,0.0034466182974440345,0.0034466182974440345,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,1000,0.0020857004637890204,0.001827163433803476,0.0033029423789267655,0.0033029423789267655,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,1500,0.0020857004637890204,0.0018746058627626145,0.003079574325660906,0.003079574325660906,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,2000,0.0020857004637890204,0.0019028871766984122,0.0029464204763274197,0.0029464204763274197,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,500,2500,0.0020857004637890204,0.0019221872889391065,0.002855551846841153,0.002855551846841153,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,100,0.0027198284066000545,0.0022084798043838136,0.007424270086858967,0.007424270086858967,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,150,0.0027198284066000545,0.002302314021228322,0.006560988953705343,0.006560988953705343,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,200,0.0027198284066000545,0.002358250342422688,0.0060463710204077675,0.0060463710204077675,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,300,0.0027198284066000545,0.002424601153460769,0.005435939077084433,0.005435939077084433,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,400,0.0027198284066000545,0.0024641541054919343,0.0050720492467295104,0.0050720492467295104,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,600,0.0027198284066000545,0.002511071213914188,0.004640408680152698,0.004640408680152698,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,800,0.0027198284066000545,0.0025390393745113714,0.004383099713503911,0.004383099713503911,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,1000,0.0027198284066000545,0.00255812578046538,0.00420750348950483,0.00420750348950483,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,1500,0.0027198284066000545,0.0025877987652340585,0.0039345100253231746,0.0039345100253231746,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,2000,0.0027198284066000545,0.002605487383124553,0.0037717735459242806,0.0037717735459242806,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,2400.0,1000,2500,0.0027198284066000545,0.002617558686156806,0.0036607167426518372,0.0036607167426518372,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
32768,65536,3000.0,250,100,0.0031110272927807993,0.0013828473291708126,0.006981455588764138,0.006981455588764138,0.01,True,observed_95ci_scaled_by_sqrt_100_over_n
