run_label,kernel,matrix_stage,initialization_family,matrix_case_index,member_index,initialization_seed,collision_seed,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,tail_onset_status,tail_onset_lower_bound_s,tail_onset_upper_bound_s,tail_onset_first_recorded_crossing_s,onset_radius_threshold_um,onset_mass_fraction,maximum_absolute_liquid_mass_drift,large_drop_threshold_um,mass_weighted_radius_quantile
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m049,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,49,49,not_applicable,17926621833469444314,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.485077255087731e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m050,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,50,50,not_applicable,5659161551745891681,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.4076499965653966e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m051,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,51,51,not_applicable,5950596442729197252,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.904558288856606e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m052,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,52,52,not_applicable,8614588747030390308,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.8656651779025424e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m053,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,53,53,not_applicable,941054747695189584,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.2906060381799875e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m054,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,54,54,not_applicable,5372109282270801043,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.899449569326862e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m055,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,55,55,not_applicable,6058069436947537919,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.3265558368734673e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m056,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,56,56,not_applicable,11969449819981153596,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.242102725702466e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m057,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,57,57,not_applicable,15774029340027352743,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,4.3648165082288415e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m058,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,58,58,not_applicable,5855694991863516323,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,1.7600390034289148e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m059,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,59,59,not_applicable,12178295227321978726,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.1579564801754714e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m060,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,60,60,not_applicable,1621161615841264304,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.4222946981566906e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m061,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,61,61,not_applicable,2740782412354334413,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.505300411570488e-09,1000.0,0.99
