run_label,kernel,matrix_stage,initialization_family,matrix_case_index,member_index,initialization_seed,collision_seed,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,t10_status,t10_lower_bound_s,t10_upper_bound_s,t10_first_recorded_crossing_s,maximum_absolute_liquid_mass_drift,large_drop_threshold_um,mass_weighted_radius_quantile
golovin_stage0_development_N001024_dt1_m000,golovin,golovin_stage0_development,operational_stochastic,0,0,2647907423,16394419086637823225,1024,1.0,300.0,3600.0,already_crossed_at_first_output,nan,0.0,0.0,1.511117586616706e-08,1000.0,0.99
